tweet_count,City,id,tweet_text,timestamp,hashtags,username,mentions,rewtweets,replies,link,day,hour,minute,during_fire,is-fire-related,text_nourl,key_score,from_locations,sent,clusters
726.0,"Paradise, CA",1.06e+18,"#campfire unofficial update: 70,000 acres. 5% contained*. #buttecounty; ~5mi ne of concow, ca. ~86mi n of sacramento, ca. see officials for safety info. may be incorrect; disclaimers in images.",2018-11-09 14:33:27+00:00,#CampFire #ButteCounty,CaliFireBot,,0,0,https://twitter.com/CaliFireBot/status/1060903196044869634,9,14,33,1,1,"#CampFire unofficial update: 70,000 Acres. 5% Contained*. #ButteCounty; ~5mi NE of Concow, CA. ~86mi N of Sacramento, CA. See officials for safety info. May be incorrect; disclaimers in images.",1,"Paradise, CA",1.0,3
673.0,"Paradise, CA",1.06e+18,"#campfire unofficial update: 90,000 acres. 5% contained*. #buttecounty; at butte valley, ca. ~74mi n of sacramento, ca. see officials for safety info. may be incorrect; disclaimers in images.",2018-11-10 02:55:37+00:00,#CampFire #ButteCounty,CaliFireBot,,0,0,https://twitter.com/CaliFireBot/status/1061089967663771653,10,2,55,1,1,"#CampFire unofficial update: 90,000 Acres. 5% Contained*. #ButteCounty; At Butte Valley, CA. ~74mi N of Sacramento, CA. See officials for safety info. May be incorrect; disclaimers in images.",1,"Paradise, CA",1.0,3
165.0,"Paradise, CA",1.07e+18,#campfire2018 #theloveintheairisthickerthanthesmoke #neighborhoodchurchchico officialncchico @neighborhood church of chico https://www.instagram.com/p/bqbvb21hsgp/?utm_source=ig_twitter_share&amp;igshid=4wmnsw780t2k,2018-11-21 07:05:23+00:00,#CampFire2018 #theloveintheairisthickerthanthesmoke #neighborhoodchurchchico,teamwilkins,,0,0,https://twitter.com/teamwilkins/status/1065139090499272704,21,7,5,1,1,#CampFire2018 #theloveintheairisthickerthanthesmoke #neighborhoodchurchchico officialncchico @Neighborhood Church of Chico ,2,"Chico, CA",1.0,0
39.0,"Paradise, CA",1.07e+18,#carpool #chico -&gt; #northhighlands need to get to a place to stay with my kids. very short on funding and in need of transportation immediately. camp fire 2 adults 2 children,2018-11-25 01:15:02+00:00,#Carpool #Chico #NorthHighlands,carpoolworld,,2,0,https://twitter.com/carpoolworld/status/1066500473207709696,25,1,15,1,1,#Carpool #Chico -&gt; #NorthHighlands Need to get to a place to stay with my kids. Very short on funding and in need of transportation immediately. Camp fire 2 adults 2 children,1,"Chico, CA",0.0,0
629.0,"Paradise, CA",1.06e+18,#chicomall #campfire #campfireca #campforeparadise @chico mall https://www.instagram.com/p/bqa83ojnyj_kv3gzsjgop7yu1amh9omefdotcs0/?utm_source=ig_twitter_share&amp;igshid=1eojjkg1ynj45,2018-11-10 21:26:50+00:00,#chicomall #campfire #campfireca #campforeparadise,chezaabear,,0,0,https://twitter.com/chezaabear/status/1061369616209854464,10,21,26,1,1,#chicomall #campfire #campfireca #campforeparadise @Chico Mall ,2,"Chico, CA",1.0,0
392.0,Butte County,1.06e+18,"#dlv . . #repost buzzfeednews ・・・ the number of people reported unaccounted for in the california wildfires has skyrocketed to 1,011, and the death toll has risen to 74. the number of… https://www.instagram.com/p/bqrfumvhaxx/?utm_source=ig_twitter_share&amp;igshid=5u3rysh5fxpm",2018-11-17 03:52:06+00:00,#dlv #Repost,BETO_NAJERA,,0,0,https://twitter.com/BETO_NAJERA/status/1063640898527883265,17,3,52,1,1,"#dlv . . #Repost buzzfeednews ・・・ The number of people reported unaccounted for in the California wildfires has skyrocketed to 1,011, and the death toll has risen to 74. The number of… ",1,"Oroville, CA",1.0,0
335.0,"Paradise, CA",1.06e+18,#fema help: comfort dogs greeted the hundreds of displaced #campfire victims who showed up to the #chico mall on friday. fema opened a disaster recovery center at the site to help people… https://www.instagram.com/p/bqrhgvrjmdy/?utm_source=ig_twitter_share&amp;igshid=1msll3c3yu4zm,2018-11-17 07:51:17+00:00,#FEMA #CampFire #Chico,Carlos_Saucedo,,3,0,https://twitter.com/Carlos_Saucedo/status/1063701089894191104,17,7,51,1,1,#FEMA Help: Comfort dogs greeted the hundreds of displaced #CampFire victims who showed up to the #Chico mall on Friday. fema opened a disaster recovery center at the site to help people… ,1,"Chico, CA",1.0,0
,"Paradise, CA",1.06e+18,"#frogfire unofficial new fire report; details uncertain. #plumascounty; ~6mi s of storrie, ca. ~88mi n of sacramento, ca. see officials for safety info. may be incorrect; disclaimers in images.",2018-11-04 20:04:25+00:00,#FrogFire #PlumasCounty,CaliFireBot,,0,0,https://twitter.com/CaliFireBot/status/1059174549244133376,4,20,4,0,1,"#FrogFire unofficial new fire report; details uncertain. #PlumasCounty; ~6mi S of Storrie, CA. ~88mi N of Sacramento, CA. See officials for safety info. May be incorrect; disclaimers in images.",2,"Paradise, CA",1.0,3
,"Paradise, CA",1.06e+18,"#grandefire unofficial new fire report; details uncertain. #buttecounty; near berry creek, ca. ~73mi n of sacramento, ca. see officials for safety info. may be incorrect; disclaimers in images.",2018-11-03 21:32:39+00:00,#GrandeFire #ButteCounty,CaliFireBot,,1,0,https://twitter.com/CaliFireBot/status/1058834366292385792,3,21,32,0,1,"#GrandeFire unofficial new fire report; details uncertain. #ButteCounty; Near Berry Creek, CA. ~73mi N of Sacramento, CA. See officials for safety info. May be incorrect; disclaimers in images.",2,"Paradise, CA",1.0,3
182.0,"Oroville, CA",1.06e+18,"#natchezfire unofficial new fire report; details uncertain. #yubacounty; near rackerby, ca. ~61mi n of sacramento, ca. see officials for safety info. may be incorrect; disclaimers in images.",2018-11-09 01:38:04+00:00,#NatchezFire #YubaCounty,CaliFireBot,,2,0,https://twitter.com/CaliFireBot/status/1060708065975115776,9,1,38,1,1,"#NatchezFire unofficial new fire report; details uncertain. #YubaCounty; Near Rackerby, CA. ~61mi N of Sacramento, CA. See officials for safety info. May be incorrect; disclaimers in images.",2,"Oroville, CA",1.0,3
47.0,"Paradise, CA",1.07e+18,"#paradisestrong #paradiseca #californiacampfire #paradiselost @paradise, california https://www.instagram.com/p/bqkiqknf5wt/?utm_source=ig_twitter_share&amp;igshid=1whjoirnvgxt7",2018-11-24 17:10:25+00:00,#paradisestrong #paradiseca #californiacampfire #paradiselost,FL_MortgagePro,,0,0,https://twitter.com/FL_MortgagePro/status/1066378517842182144,24,17,10,1,1,"#paradisestrong #paradiseca #californiacampfire #paradiselost @Paradise, California ",1,"Paradise, CA",1.0,0
554.0,"Paradise, CA",1.06e+18,"#pray for the many people that have been forced from their homes and others that are missing @durham, california https://www.instagram.com/antoine_noble/p/bqepuwnnjgryl9fkaoq2erj68els7sy_exu22y0/?utm_source=ig_twitter_share&amp;igshid=1e78he76b0gky",2018-11-12 04:11:44+00:00,#pray,Antoine_Noble,,0,0,https://twitter.com/Antoine_Noble/status/1061833898664120320,12,4,11,1,1,"#pray for the many people that have been forced from their homes and others that are missing @Durham, California ",0,"Durham, CA",0.0,0
424.0,"Paradise, CA",1.06e+18,"#ragingnature ◇ #earthonfire ◇ #paradise cal. is facing #hell ◇ #assistance most needed! #instanature #instaearth #instafire #instaparadise #instacalifornia em paradise, california https://www.instagram.com/p/bql_9fpa4lo/?utm_source=ig_twitter_share&amp;igshid=162i9v1x0dvnq",2018-11-15 04:25:23+00:00,#RagingNature #EarthOnFire #Paradise #hell #assistance #instaNature #instaEarth #instaFire #instaParadise #instaCalifornia,LubashivayaLuiz,,0,0,https://twitter.com/LubashivayaLuiz/status/1062924499434258432,15,4,25,1,1,"#RagingNature ◇ #EarthOnFire ◇ #Paradise Cal. is facing #hell ◇ #assistance most needed! #instaNature #instaEarth #instaFire #instaParadise #instaCalifornia em Paradise, California ",3,"Paradise, CA",1.0,0
684.0,"Paradise, CA",1.06e+18,"#repost @alexa_valavanis ・・・ #campfire http://www.nvcf.org for all details on giving or accessing funds #prayers #action @chico, california https://www.instagram.com/p/bp-mkbrhkbf/?utm_source=ig_twitter_share&amp;igshid=1tkkhf195jnw4",2018-11-09 23:30:41+00:00,#Repost #campfire #prayers #action,AlishaValavanis,@alexa_valavanis,1,0,https://twitter.com/AlishaValavanis/status/1061038395319877632,9,23,30,1,1,"#Repost @alexa_valavanis ・・・ #campfire  for all details on giving or accessing funds #prayers #action @Chico, California ",1,"Chico, CA",1.0,0
149.0,"Paradise, CA",1.07e+18,#repost jenniferfearing ・・・ thank you to the #thanksgivingator schwarzenegger for lifting the spirits of so many #campfire first responders today including californiadfw’s lt barry… https://www.instagram.com/p/bqdpqrrnrlo/?utm_source=ig_twitter_share&amp;igshid=1984u4drs5z8i,2018-11-21 21:06:13+00:00,#Repost #Thanksgivingator #CampFire,chicovegan,,0,0,https://twitter.com/chicovegan/status/1065350695807840257,21,21,6,1,1,#Repost jenniferfearing ・・・ Thank you to the #Thanksgivingator schwarzenegger for lifting the spirits of so many #CampFire first responders today including californiadfw’s Lt Barry… ,1,"Chico, CA",1.0,0
687.0,"Paradise, CA",1.06e+18,"#wildfire. our hearts &amp; thoughts are with the people of #paradise city &amp; other parts of northern california: the dead, injured or homeless, suffering from raging fires. people flee… https://www.instagram.com/p/bp-auavbmvs/?utm_source=ig_twitter_share&amp;igshid=a2p2rolplx3p",2018-11-09 23:03:46+00:00,#WildFire #Paradise,JJ_Alani,,0,0,https://twitter.com/JJ_Alani/status/1061031621103509505,9,23,3,1,1,"#WildFire. Our hearts &amp; thoughts are with the people of #Paradise city &amp; other parts of Northern California: the dead, injured or homeless, suffering from raging fires. People flee… ",2,"Paradise, CA",0.0,0
692.0,"Paradise, CA",1.06e+18,"11:30am @chico, california https://www.instagram.com/p/bp-otvkn22w/?utm_source=ig_twitter_share&amp;igshid=1mpn4fdfkzgb0",2018-11-09 20:04:59+00:00,,deckinspectah,,0,0,https://twitter.com/deckinspectah/status/1060986630499008512,9,20,4,1,1,"11:30am @Chico, California ",0,"Chico, CA",1.0,0
697.0,"Paradise, CA",1.06e+18,"11:35 am. not pm. this is going to take a while to clear out. @chico, california https://www.instagram.com/p/bp-lsjcauvw/?utm_source=ig_twitter_share&amp;igshid=1lceqnj718b4i",2018-11-09 19:38:36+00:00,,2ndheartmom,,0,0,https://twitter.com/2ndheartmom/status/1060979991628972040,9,19,38,1,1,"11:35 AM. Not PM. This is going to take a while to clear out. @Chico, California ",0,"Chico, CA",1.0,0
753.0,"Paradise, CA",1.06e+18,"15 miles away from the camp fire in paradise. ash already falling #campfire @chico, california https://www.instagram.com/p/bp7xxw9gyg5/?utm_source=ig_twitter_share&amp;igshid=1bxrvzt663djg",2018-11-08 21:11:14+00:00,#campfire,colleenmichelle,,0,0,https://twitter.com/colleenmichelle/status/1060640915096829952,8,21,11,1,1,"15 miles away from the Camp Fire in Paradise. Ash already falling #campfire @Chico, California ",2,"Chico, CA",1.0,0
716.0,"Paradise, CA",1.06e+18,"70,000 acres now. 27,000 people evacuated , displaced and now homeless, including my family. it’s still burning, only 5% contained. my hometown is gone. so surreal. please pray. #campfire… https://www.instagram.com/p/bp95l-jliiz/?utm_source=ig_twitter_share&amp;igshid=5wmtp4suygmc",2018-11-09 16:56:52+00:00,#CampFire,ambersauer,,2,1,https://twitter.com/ambersauer/status/1060939290211991552,9,16,56,1,1,"70,000 acres now. 27,000 people evacuated , displaced and now homeless, including my family. It’s still burning, only 5% contained. My hometown is gone. So surreal. Please pray. #CampFire… ",2,"Chico, CA",1.0,4
715.0,"Paradise, CA",1.06e+18,"70,000 acres now. 27,000 people evacuated , displaced and now homeless, including my family. it’s still burning, only 5% contained. my hometown is gone. so surreal. please pray. #campfire… https://www.instagram.com/p/bp95vhyljde/?utm_source=ig_twitter_share&amp;igshid=16x5yfvtearvu",2018-11-09 16:58:07+00:00,#CampFire,ambersauer,,3,2,https://twitter.com/ambersauer/status/1060939604453408774,9,16,58,1,1,"70,000 acres now. 27,000 people evacuated , displaced and now homeless, including my family. It’s still burning, only 5% contained. My hometown is gone. So surreal. Please pray. #CampFire… ",2,"Paradise, CA",1.0,4
714.0,"Paradise, CA",1.06e+18,"70,000 acres now. 27,000 people evacuated , displaced and now homeless, including my family. it’s still burning, only 5% contained. my hometown is gone. so surreal. please pray. #campfire… https://www.instagram.com/p/bp95scofvhw/?utm_source=ig_twitter_share&amp;igshid=1ed6ewawlinnl",2018-11-09 16:59:03+00:00,#CampFire,ambersauer,,1,0,https://twitter.com/ambersauer/status/1060939837782413312,9,16,59,1,1,"70,000 acres now. 27,000 people evacuated , displaced and now homeless, including my family. It’s still burning, only 5% contained. My hometown is gone. So surreal. Please pray. #CampFire… ",2,"Paradise, CA",1.0,4
338.0,"Paradise, CA",1.06e+18,"90-year-old doctor who escaped camp fire, now worries about his former patients",2018-11-17 05:50:53+00:00,,FOX40,,4,1,https://twitter.com/FOX40/status/1063670793652092928,17,5,50,1,1,"90-Year-Old Doctor Who Escaped Camp Fire, Now Worries About His Former Patients",1,"Paradise, CA",0.0,0
151.0,"Paradise, CA",1.07e+18,a beautiful rainy day at the campfire fire emergency small animal shelter...watch to see why. @chico municipal airport https://www.instagram.com/p/bqdmzazdwkr/?utm_source=ig_twitter_share&amp;igshid=1sp7xo85kgzqb,2018-11-21 20:41:51+00:00,,freddiebphoto,,0,0,https://twitter.com/freddiebphoto/status/1065344561172615174,21,20,41,1,1,A beautiful rainy day at the Campfire fire emergency small animal shelter...watch to see why. @Chico Municipal Airport ,2,"Chico, CA",0.0,0
739.0,"Paradise, CA",1.06e+18,"a day of utter destruction. the same water tower from the other day, now shrouded by smoke as a fire devastates butte county. #chico #buttecounty #campfire #calfire #530 @chico, california https://www.instagram.com/p/bp8mgv9htqn/?utm_source=ig_twitter_share&amp;igshid=ty0ah4y0vti1",2018-11-09 01:07:12+00:00,#chico #buttecounty #campfire #calfire,defect_detector,,0,0,https://twitter.com/defect_detector/status/1060700295980900352,9,1,7,1,1,"A day of utter destruction. The same water tower from the other day, now shrouded by smoke as a fire devastates Butte County. #chico #buttecounty #campfire #calfire #530 @Chico, California ",4,"Chico, CA",0.0,0
413.0,"Paradise, CA",1.06e+18,"a day on the front lines, searching for the missing amid total destruction. nine decedents recovered from the ashes today, bringing closure for their friends and family @paradise,… https://www.instagram.com/p/bqnmn8ihu-o/?utm_source=ig_twitter_share&amp;igshid=1vxm0uxon7am5",2018-11-15 15:31:49+00:00,,TahoeMarmot,,0,0,https://twitter.com/TahoeMarmot/status/1063092212160962562,15,15,31,1,1,"A day on the front lines, searching for the missing amid total destruction. Nine decedents recovered from the ashes today, bringing closure for their friends and family @Paradise,… ",0,"Paradise, CA",0.0,4
357.0,"Paradise, CA",1.06e+18,"a few shots from the former town of paradise, wiped from existence by fire last week. already california’s deadliest-ever blaze, the final toll is likely to be truly horrifying - a… https://www.instagram.com/p/bqqsclklt_u/?utm_source=ig_twitter_share&amp;igshid=q9thibtp432b",2018-11-16 20:20:21+00:00,,James_L_Bennett,,0,0,https://twitter.com/James_L_Bennett/status/1063527212484386816,16,20,20,1,1,"A few shots from the former town of Paradise, wiped from existence by fire last week. Already California’s deadliest-ever blaze, the final toll is likely to be truly horrifying - a… ",1,"Paradise, CA",0.0,0
460.0,"Paradise, CA",1.06e+18,a very humbling experience today. @dr_coacht and i drove up to incident command in chico to treat firefighters returning from a 24 hour shift and to deliver… https://www.instagram.com/p/bqjera4hgfwn4lnls-rz7im5ku3iz7ex4krmw40/?utm_source=ig_twitter_share&amp;igshid=9f6pot0my52k,2018-11-14 04:52:37+00:00,,KylePrusso,@Dr_CoachT,0,0,https://twitter.com/KylePrusso/status/1062568963513581568,14,4,52,1,1,A very humbling experience today. @dr_coacht and I drove up to Incident Command in Chico to treat firefighters returning from a 24 hour shift and to deliver… ,1,"Chico, CA",0.0,0
113.0,"Paradise, CA",1.07e+18,"a very powerful message from a survivor from the #campfire in paradise california. as she thought she was dying, she just wanted to thank god for her life. happy thanksgiving from… https://www.instagram.com/p/bqfzfi4gzqe/?utm_source=ig_twitter_share&amp;igshid=deh99n66cxv",2018-11-22 17:13:45+00:00,#campfire,michaelcapponi,,2,0,https://twitter.com/michaelcapponi/status/1065654579201757185,22,17,13,1,1,"A VERY POWERFUL MESSAGE from a survivor from the #campfire in Paradise California. As she thought she was dying, she just wanted to thank God for her life. Happy thanksgiving from… ",1,"Paradise, CA",1.0,0
224.0,"Paradise, CA",1.06e+18,"a week ago i went to photograph the wildfire in butte county. this was an experience that i will never be able to forget, the people i’ve met, and the stories i came across made me come to… https://www.instagram.com/p/bqyny0vffn9/?utm_source=ig_twitter_share&amp;igshid=4tlr7vcsv6qs",2018-11-20 02:16:43+00:00,,david_salnews,,0,0,https://twitter.com/david_salnews/status/1064704060295692289,20,2,16,1,1,"A week ago I went to photograph the wildfire in Butte County. This was an experience that I will never be able to forget, the people I’ve met, and the stories I came across made me come to… ",1,"Paradise, CA",0.0,0
344.0,"Paradise, CA",1.06e+18,"after 8 days of seeing a red sun at dusk, i'm starting to think the biblical saying ""red in the morning, fisherman's warning; red at night, his delight"" needs to be updated with the day… https://www.instagram.com/p/bqq9v33f0qo/?utm_source=ig_twitter_share&amp;igshid=14u9rxbrnnfp8",2018-11-17 02:42:20+00:00,,kathieblog,,0,0,https://twitter.com/kathieblog/status/1063623342836645888,17,2,42,1,1,"After 8 days of seeing a red sun at dusk, I'm starting to think the biblical saying ""Red in the morning, fisherman's warning; red at night, his delight"" needs to be updated with the day… ",0,"Paradise, CA",1.0,0
461.0,"Paradise, CA",1.06e+18,"after days of destruction and devastating rise in #campfire death toll, we can take any and every uplifting moment. here’s four. 1) daniel is 6’8” in dire need to… https://www.instagram.com/kcravickigonzalez/p/bqjxcn7ncel/?utm_source=ig_twitter_share&amp;igshid=11pdil8mhz8o7",2018-11-14 03:49:25+00:00,#campfire,VickiGonzaleztv,,3,0,https://twitter.com/VickiGonzaleztv/status/1062553059790938112,14,3,49,1,1,"After days of destruction and devastating rise in #campfire death toll, we can take ANY and EVERY uplifting moment. Here’s four. 1) Daniel is 6’8” in dire need to… ",1,"Magalia, CA",0.0,0
279.0,"Paradise, CA",1.06e+18,"aftermath of the fires in california. the two fires that are still burning are the camp & paradise fire. . therehas been over 75 lives taken, & over 1,000 people… https://www.instagram.com/p/bqv-8njhiit/?utm_source=ig_twitter_share&amp;igshid=yv8sken8j5m8",2018-11-19 01:57:00+00:00,,WeedyBeats,,0,0,https://twitter.com/WeedyBeats/status/1064336707863175168,19,1,57,1,1,"Aftermath Of The Fires In California. The Two Fires That Are Still Burning Are The Camp & Paradise Fire. . ThereHas Been Over 75 lives Taken, & Over 1,000 People… ",3,"Paradise, CA",0.0,0
346.0,"Paradise, CA",1.06e+18,"alexandra kris, a chico resident volunteering at the temporary shelter, asks anyone with a nonprofit tax id to reach out to her at 530-680-3474. hundreds of people are still without a… https://www.instagram.com/p/bqq2lv_hrf4/?utm_source=ig_twitter_share&amp;igshid=o5yquoasno2r",2018-11-17 02:24:28+00:00,,Enzomorotti,,0,0,https://twitter.com/Enzomorotti/status/1063618843954872324,17,2,24,1,1,"Alexandra Kris, a Chico resident volunteering at the temporary shelter, asks anyone with a nonprofit tax ID to reach out to her at 530-680-3474. Hundreds of people are still without a… ",0,"Chico, CA",0.0,0
701.0,"Paradise, CA",1.06e+18,"almost 11:30am and this is what the sky on the north side of chico looks like. this is unreal. for anyone wondering, we are safe and didn't have to evacuate. chico law enforcement should… https://www.instagram.com/p/bp-i9eghhrq/?utm_source=ig_twitter_share&amp;igshid=57tgve835hia",2018-11-09 19:26:51+00:00,,llarsen5,,0,0,https://twitter.com/llarsen5/status/1060977034573291521,9,19,26,1,1,"Almost 11:30am and this is what the sky on the north side of Chico looks like. This is unreal. For anyone wondering, we are safe and didn't have to evacuate. Chico law enforcement should… ",0,"Chico, CA",1.0,0
34.0,Butte County,1.07e+18,"although 95% contained the camp fire, ca is getting closer to where we are working @oroville, california https://www.instagram.com/p/bqmanpulhfj/?utm_source=ig_twitter_share&amp;igshid=ce8i3j83nnir",2018-11-25 06:51:26+00:00,,adriangrieve,,1,0,https://twitter.com/adriangrieve/status/1066585130871996416,25,6,51,1,1,"Although 95% contained the Camp Fire, CA is getting closer to where we are working @Oroville, California ",1,"Oroville, CA",0.0,0
488.0,"Paradise, CA",1.06e+18,amazing story coming out on how allyn pierce trove his @toyota #tundra not once but twice back through the firestorm in #paradise ca to shuttle patients and set up a makeshift hospital on… https://www.instagram.com/p/bqimgihhp-r/?utm_source=ig_twitter_share&amp;igshid=1h0jfhxs0f6jq,2018-11-13 16:58:03+00:00,#Tundra #Paradise,andybell,@Toyota,0,1,https://twitter.com/andybell/status/1062389136575942656,13,16,58,1,1,Amazing story coming out on how Allyn Pierce trove his @Toyota #Tundra not once but twice back through the firestorm in #Paradise Ca to shuttle patients and set up a makeshift hospital on… ,0,"Paradise, CA",1.0,0
444.0,"Paradise, CA",1.06e+18,"amazing v-teamers in our chico, ca store supporting the community of paradise in their recovery efforts. this team has been open to serve customers since the fires began. #fearless… https://www.instagram.com/p/bqldsbsaggj/?utm_source=ig_twitter_share&amp;igshid=tcd0o7v377e4",2018-11-14 19:35:19+00:00,#fearless,TamiErwinVZ,,9,0,https://twitter.com/TamiErwinVZ/status/1062791102493790208,14,19,35,1,1,"Amazing V-Teamers in our Chico, CA store supporting the community of Paradise in their recovery efforts. This team has been open to serve customers since the fires began. #fearless… ",1,"Chico, CA",1.0,0
233.0,"Paradise, CA",1.06e+18,american families living in tent cities with infants for 10 days now. today we distributed more #bstrong gift cards to over 50 families living in tents. here’s their testimonies. now… https://www.instagram.com/p/bqyryy9gsv3/?utm_source=ig_twitter_share&amp;igshid=19geoal7pwn6y,2018-11-19 22:52:10+00:00,#BStrong,michaelcapponi,,3,4,https://twitter.com/michaelcapponi/status/1064652583627714560,19,22,52,1,1,American Families living in tent cities with infants for 10 days now. Today we distributed more #BStrong gift cards to over 50 families living in tents. Here’s their testimonies. Now… ,0,"Chico, CA",1.0,4
35.0,"Paradise, CA",1.07e+18,and..... another load delivered! thank you everyone for the donations. it's been a devastating time for many people but seeing our communities pull together so selflessly has been a… https://www.instagram.com/p/bqliws-gqcy/?utm_source=ig_twitter_share&amp;igshid=1vqv0ienyckhh,2018-11-25 02:26:57+00:00,,ArenaStrong,,0,0,https://twitter.com/ArenaStrong/status/1066518571973521408,25,2,26,1,1,And..... another load delivered! Thank you everyone for the donations. It's been a devastating time for many people but seeing our communities pull together so selflessly has been a… ,0,"Chico, CA",1.0,0
112.0,"Oroville, CA",1.06e+18,another deployment to a fire evacuee shelter in the books. i learned a lot from the carr fire and took it with me to the camp fire. the people of paradise and… https://www.instagram.com/p/bqkf1gwnzljanvul3a06axjcmq6ladn52afylo0/?utm_source=ig_twitter_share&amp;igshid=tb0h7wop04pj,2018-11-14 14:25:40+00:00,,cas_a_diddle,,0,0,https://twitter.com/cas_a_diddle/status/1062713176490414080,14,14,25,1,1,Another deployment to a fire evacuee shelter in the books. I learned a lot from the Carr Fire and took it with me to the Camp Fire. The people of Paradise and… ,3,"Oroville, CA",1.0,0
262.0,"Paradise, CA",1.06e+18,"another picture of my house. the bunk bed is probably not salvageable? and hey i still have a grill! @magalia, california https://www.instagram.com/p/bqwsjwshqav-ffm1sfy5hxtyisbxc0h0faug2m0/?utm_source=ig_twitter_share&amp;igshid=rae2c6e9fwz0",2018-11-19 08:04:15+00:00,,innerwealth1st,,0,1,https://twitter.com/innerwealth1st/status/1064429130144509953,19,8,4,1,1,"Another picture of my house. The bunk bed is probably not salvageable? And hey I still have a grill! @Magalia, California ",0,"Magalia, CA",1.0,0
510.0,"Paradise, CA",1.06e+18,army for pets — •5 tips to prepare your pet to survive a disaster• with @jenniferfield ______________________________________________________________please repost #takesanarmy… https://www.instagram.com/p/bqgnrzyh7si/?utm_source=ig_twitter_share&amp;igshid=e9wxugkyshk,2018-11-13 03:02:07+00:00,#takesanarmy,Armyforpets,@JenniferField,1,0,https://twitter.com/Armyforpets/status/1062178767999774720,13,3,2,1,1,Army for Pets — •5 Tips to Prepare your Pet to Survive a Disaster• with @JenniferField ______________________________________________________________Please repost #takesanarmy… ,0,"Chico, CA",1.0,0
513.0,"Paradise, CA",1.06e+18,army for pets — •5 tips to prepare your pet to survive a disaster• with @jenniferfield #takesanarmy #tipsforpets #tipsfordogs #evacueetips #prepareyourpet #repost #share… https://www.instagram.com/p/bqgnrzyh7si/?utm_source=ig_twitter_share&amp;igshid=6rx5xixcbubn,2018-11-13 02:17:34+00:00,#takesanarmy #tipsforpets #tipsfordogs #evacueetips #prepareyourpet #repost #share,Armyforpets,@JenniferField,1,0,https://twitter.com/Armyforpets/status/1062167558529470464,13,2,17,1,1,Army for Pets — •5 Tips to Prepare your Pet to Survive a Disaster• with @JenniferField #takesanarmy #tipsforpets #tipsfordogs #evacueetips #prepareyourpet #repost #share… ,1,"Chico, CA",1.0,0
117.0,Butte County,1.07e+18,"as many of us settle in for a family meal, at @montecitofire we reflect on the last year and are thankful for countless items, not the least of which is our ability to help others. still… https://www.instagram.com/p/bqf2oc4f7s-/?utm_source=ig_twitter_share&amp;igshid=eqaxn85webnt",2018-11-22 21:28:39+00:00,,montecitofire,@montecitofire,1,1,https://twitter.com/montecitofire/status/1065718729630261254,22,21,28,1,1,"As many of us settle in for a family meal, at @montecitofire we reflect on the last year and are Thankful for countless items, not the least of which is our ability to help others. Still… ",0,"Oroville, CA",1.0,4
177.0,"Paradise, CA",1.07e+18,"as many of you have seen and donated to our efforts to help the community of paradise, we now have a new focus. we have adopted the ballentine family. @rockiemoon7 spent some time on the… https://www.instagram.com/p/bqbt6ixnnjz/?utm_source=ig_twitter_share&amp;igshid=157geeqnltozg",2018-11-21 03:08:22+00:00,,jessebignami,@rockiemoon7,0,0,https://twitter.com/jessebignami/status/1065079444119777280,21,3,8,1,1,"As many of you have seen and donated to our efforts to help the community of Paradise, we now have a new focus. We have adopted the Ballentine family. @rockiemoon7 spent some time on the… ",0,"Paradise, CA",1.0,4
266.0,Butte County,1.06e+18,"as the sun rises over camp, the crews of sbc #rtf12 get briefed for their second day of clearing structures in butte county. the rtf includes crews from @santamariafire @sbcityfirepio… https://www.instagram.com/p/bqx3v00lce6/?utm_source=ig_twitter_share&amp;igshid=62b0sxy7qs4j",2018-11-19 19:04:39+00:00,#RTF12,montecitofire,@SantaMariaFire @SBCityFirePIO,2,0,https://twitter.com/montecitofire/status/1064595323752861697,19,19,4,1,1,"As the sun rises over camp, the crews of SBC #RTF12 get briefed for their second day of clearing structures in Butte county. The RTF includes crews from @SantaMariaFire @SBCityFirePIO… ",0,"Oroville, CA",1.0,0
289.0,"Paradise, CA",1.06e+18,"as this rang through my head over the last week and a half, god reminded me of the story of who wrote it and the immense pain it was written out of:… https://www.instagram.com/p/bqvc-ubhxjf/?utm_source=ig_twitter_share&amp;igshid=1liov71qea5vr",2018-11-18 20:32:17+00:00,,teamwilkins,,0,0,https://twitter.com/teamwilkins/status/1064254992062865408,18,20,32,1,1,"As this rang through my head over the last week and a half, God reminded me of the story of who wrote it and the immense pain it was written out of:… ",0,"Chico, CA",0.0,0
603.0,"Paradise, CA",1.06e+18,"at a loss of words for all of those who have been effected by the camp fire in and around paradise, ca. this area is close to my hometown of yuba city, ca and it’s difficult to see the… https://www.instagram.com/p/bqbs2jylw7i/?utm_source=ig_twitter_share&amp;igshid=hzvxbr0pp4ud",2018-11-11 04:45:36+00:00,,MaxStassi10,,12,5,https://twitter.com/MaxStassi10/status/1061480033838075904,11,4,45,1,1,"At a loss of words for all of those who have been effected by the Camp Fire in and around Paradise, CA. This area is close to my hometown of Yuba City, CA and it’s difficult to see the… ",1,"Paradise, CA",0.0,0
