tweet_count,City,id,tweet_text,timestamp,hashtags,username,mentions,rewtweets,replies,link,day,hour,minute,during_fire,is-fire-related,text_nourl,key_score,from_locations,sent
248,"Paradise, CA",1.06E+18,Backyard garden beauties “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see… https://www.instagram.com/p/BqXiGZaFC1j/?utm_source=ig_twitter_share&amp;igshid=1l7y7mcthhxvu,2018-11-19 15:55:26+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064547708697018374,19,15,55,1,1,Backyard garden beauties “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see…,1,"Paradise, CA",0
125,"Paradise, CA",1.07E+18,Backyard peaches Paradise Lake “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return… https://www.instagram.com/p/BqfJ7prlbKw/?utm_source=ig_twitter_share&amp;igshid=rrrr69tkjiku,2018-11-22 14:58:10+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1065620460010762240,22,14,58,1,1,Backyard peaches Paradise Lake “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return…,1,"Paradise, CA",0
249,"Paradise, CA",1.06E+18,Backyard rose garden “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it… https://www.instagram.com/p/BqXh--6FMaH/?utm_source=ig_twitter_share&amp;igshid=1cr6v1utfq6l6,2018-11-19 15:54:25+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064547451674214400,19,15,54,1,1,Backyard rose garden “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it…,1,"Paradise, CA",0
255,Butte County,1.06E+18,Been working on this non stop so happy it came together. Thankful to my team! I will be on the ground there to help support and coordinate all these efforts #Repost @houndsandheroes… https://www.instagram.com/p/BqYkck9FZ71/?utm_source=ig_twitter_share&amp;igshid=w3dh4ysxmvms,2018-11-20 01:36:02+00:00,#Repost,BJLaflin,@houndsandheroes,4,1,https://twitter.com/BJLaflin/status/1064693821701844997,20,1,36,1,1,Been working on this non stop so happy it came together. Thankful to my team! I will be on the ground there to help support and coordinate all these efforts #Repost @houndsandheroes…,0,"Oroville, CA",1
685,"Paradise, CA",1.06E+18,"Before and after And effects in #rosevilleca @Paradise, California https://www.instagram.com/p/Bp-l0gxHxHy/?utm_source=ig_twitter_share&amp;igshid=18cetrhgve6tu",2018-11-09 23:26:58+00:00,#rosevilleca,kellzg39,,0,0,https://twitter.com/kellzg39/status/1061037462242426880,9,23,26,1,0,"Before and after And effects in #rosevilleca @Paradise, California",0,"Paradise, CA",1
737,"Paradise, CA",1.06E+18,Belongings are hastily loaded in a pickup truck as friends and family desperately run to places out of the way of a fast moving fire running down the hills in Butte County. #chico… https://www.instagram.com/p/Bp8NJVRH2Sr/?utm_source=ig_twitter_share&amp;igshid=1fv1vy0x0hdq0,2018-11-09 01:12:49+00:00,#chico,defect_detector,,0,0,https://twitter.com/defect_detector/status/1060701709251604480,9,1,12,1,1,Belongings are hastily loaded in a pickup truck as friends and family desperately run to places out of the way of a fast moving fire running down the hills in Butte County. #chico…,1,"Chico, CA",0
126,"Oroville, CA",1.06E+18,Big props to my Brothers!!!! @hugomonstah and on the beat @therealnoahboa original getdown crew!!!!! Repost from @therealnoahboa- - - - - My boy made a trippy ass music video with one of… https://www.instagram.com/p/BqFlDhyllve/?utm_source=ig_twitter_share&amp;igshid=bypj6nd2lhll,2018-11-12 16:52:56+00:00,,mikemoyer1200,@hugomonstah @therealnoahboa @therealnoahboa,2,0,https://twitter.com/mikemoyer1200/status/1062025463898365956,12,16,52,1,0,Big props to my Brothers!!!! @hugomonstah and on the beat @therealnoahboa original getdown crew!!!!! Repost from @therealnoahboa- - - - - My boy made a trippy ass music video with one of…,0,"Oroville, CA",1
325,"Paradise, CA",1.06E+18,"Big shout out to nimbleforgood & @akycreative for the portable charger hookup. So many people close to me lost their homes in the #CampFire (my mom, my cousin, too many friends to… https://www.instagram.com/p/BqSo8ernsrV/?utm_source=ig_twitter_share&amp;igshid=1smps2pa5wkws",2018-11-17 18:19:02+00:00,#CampFire,CNCRETEOPINIONS,@AKYCreative,0,0,https://twitter.com/CNCRETEOPINIONS/status/1063859069822410752,17,18,19,1,1,"Big shout out to nimbleforgood & @akycreative for the portable charger hookup. So many people close to me lost their homes in the #CampFire (my mom, my cousin, too many friends to…",1,"Chico, CA",0
124,"Paradise, CA",1.07E+18,Bille Park in Paradise among the Redwooo Paradise Lake “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some… https://www.instagram.com/p/BqfKYl4lj1U/?utm_source=ig_twitter_share&amp;igshid=utzipryn4280,2018-11-22 15:02:07+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1065621454459289606,22,15,2,1,1,Bille Park in Paradise among the Redwooo Paradise Lake “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some…,1,"Paradise, CA",1
,"Paradise, CA",1.06E+18,"Brian Littrell- The Heart of The Matter. @Carson City, Nevada https://www.instagram.com/p/Bp0SbMQHDVo/?utm_source=ig_twitter_share&amp;igshid=1aoldcp3egwm1",2018-11-05 23:25:27+00:00,,Megs_WoodardA_J,,0,0,https://twitter.com/Megs_WoodardA_J/status/1059587529786228737,5,23,25,0,0,"Brian Littrell- The Heart of The Matter. @Carson City, Nevada",0,"Carson City, NV",1
,"Paradise, CA",1.06E+18,"Brian Littrell- The Heart of The Matter. @Carson City, Nevada https://www.instagram.com/p/Bp0SibLHTdM/?utm_source=ig_twitter_share&amp;igshid=15hgsbgnaffaz",2018-11-05 23:26:24+00:00,,Megs_WoodardA_J,,0,0,https://twitter.com/Megs_WoodardA_J/status/1059587765380308992,5,23,26,0,0,"Brian Littrell- The Heart of The Matter. @Carson City, Nevada",0,"Carson City, NV",1
638,"Paradise, CA",1.06E+18,Broken-hearted. I have such dear friends living there who had to evacuate & didn’t know about their homes last night. It didn’t look too good for some of them and I am so extremely sorry… https://www.instagram.com/p/BqAliJYgEGV/?utm_source=ig_twitter_share&amp;igshid=c6yd6fr018sq,2018-11-10 18:31:52+00:00,,kensicomusic,,0,0,https://twitter.com/kensicomusic/status/1061325583903277057,10,18,31,1,1,Broken-hearted. I have such dear friends living there who had to evacuate & didn’t know about their homes last night. It didn’t look too good for some of them and I am so extremely sorry…,0,"Chico, CA",0
604,"Paradise, CA",1.06E+18,BUTTE COUNTY NEEDS DONATIONS!!!! It’s been a surreal past 3 days. Evacuees are sleeping in their cars and tents in parking lots all over town. Shelters and hotels are beyond their… https://www.instagram.com/p/BqBtW5BHPxc/?utm_source=ig_twitter_share&amp;igshid=qk0ug0q31401,2018-11-11 04:30:29+00:00,,MyLifein3x5s,,0,0,https://twitter.com/MyLifein3x5s/status/1061476231688998912,11,4,30,1,1,BUTTE COUNTY NEEDS DONATIONS!!!! It’s been a surreal past 3 days. Evacuees are sleeping in their cars and tents in parking lots all over town. Shelters and hotels are beyond their…,1,"Chico, CA",0
236,"Paradise, CA",1.06E+18,"calfire reporting #CampFire 66% contained, 151,000 acres burned. Structures destroyed: 11,713 residences, 472 commercial and 3,388 other buildings. @Paradise, California https://www.instagram.com/p/BqYM87xAzCC/?utm_source=ig_twitter_share&amp;igshid=1jaemzog1728u",2018-11-19 22:09:50+00:00,#CampFire,JeffreyBezore,,0,0,https://twitter.com/JeffreyBezore/status/1064641926987739136,19,22,9,1,1,"calfire reporting #CampFire 66% contained, 151,000 acres burned. Structures destroyed: 11,713 residences, 472 commercial and 3,388 other buildings. @Paradise, California",2,"Paradise, CA",0
81,"Paradise, CA",1.07E+18,"calfire reporting #CampFire 95% contained, 153,336 acres burned, and 18,733 structures (all types) destroyed. Conditions: The rain has assisted in extinguishing hot spots and smoldering… https://www.instagram.com/p/Bqh58yCgwVx/?utm_source=ig_twitter_share&amp;igshid=1tsqltdecxc0y",2018-11-23 16:36:14+00:00,#CampFire,JeffreyBezore,,0,0,https://twitter.com/JeffreyBezore/status/1066007525844234242,23,16,36,1,1,"calfire reporting #CampFire 95% contained, 153,336 acres burned, and 18,733 structures (all types) destroyed. Conditions: The rain has assisted in extinguishing hot spots and smoldering…",2,"Paradise, CA",0
409,"Paradise, CA",1.06E+18,"calfire reporting 140,000 acres burned, 40% contained for #CampFire @Paradise, California https://www.instagram.com/p/BqNVe8IgN1X/?utm_source=ig_twitter_share&amp;igshid=6qr7xbjys9q0",2018-11-15 16:52:43+00:00,#CampFire,JeffreyBezore,,0,0,https://twitter.com/JeffreyBezore/status/1063112573359407104,15,16,52,1,1,"calfire reporting 140,000 acres burned, 40% contained for #CampFire @Paradise, California",2,"Paradise, CA",1
284,"Paradise, CA",1.06E+18,"calfire reporting 149,500 acres burned, 60% contained, and 12,595 structures (all types) destroyed. #CampFire #wildfire #wildlandurbaninterface @Paradise, California https://www.instagram.com/p/BqVyLAyAF3B/?utm_source=ig_twitter_share&amp;igshid=239abyqa6st2",2018-11-18 23:37:21+00:00,#CampFire #wildfire #wildlandurbaninterface,JeffreyBezore,,1,0,https://twitter.com/JeffreyBezore/status/1064301565689892865,18,23,37,1,1,"calfire reporting 149,500 acres burned, 60% contained, and 12,595 structures (all types) destroyed. #CampFire #wildfire #wildlandurbaninterface @Paradise, California",4,"Paradise, CA",0
524,"Paradise, CA",1.06E+18,California coast tucked in under a blanket of coastal clouds and ash from the hellscape below. Thank you to all first responders. Deputies who have lost their homes continue fighting to… https://www.instagram.com/p/BqFy4ZRhG6h/?utm_source=ig_twitter_share&amp;igshid=swcsqilji82m,2018-11-12 18:35:47+00:00,,aaschnobrich,,0,0,https://twitter.com/aaschnobrich/status/1062051344201134080,12,18,35,1,1,California coast tucked in under a blanket of coastal clouds and ash from the hellscape below. Thank you to all first responders. Deputies who have lost their homes continue fighting to…,0,"Paradise, CA",1
491,"Paradise, CA",1.06E+18,"California is on fire. This should not be the norm, but it seems like it’s becoming that way with help from climate change. @keepitwild_ has made this beautiful sticker to honor CA and… https://www.instagram.com/p/BqIKEQEAKcC/?utm_source=ig_twitter_share&amp;igshid=ex9x6e9rp57v",2018-11-13 16:36:53+00:00,,cpfry,,0,0,https://twitter.com/cpfry/status/1062383812049559552,13,16,36,1,1,"California is on fire. This should not be the norm, but it seems like it’s becoming that way with help from climate change. @keepitwild_ has made this beautiful sticker to honor CA and…",0,"Paradise, CA",1
781,"Paradise, CA",1.06E+18,"Calm winds and clear skies. #chico #california #buttecounty #530 @Chico, California https://www.instagram.com/p/Bp5fwpTnXXH/?utm_source=ig_twitter_share&amp;igshid=1kbjumr6mtbpz",2018-11-07 23:57:46+00:00,#chico #california #buttecounty,defect_detector,,0,0,https://twitter.com/defect_detector/status/1060320436389502981,7,23,57,0,0,"Calm winds and clear skies. #chico #california #buttecounty #530 @Chico, California",0,"Chico, CA",1
646,"Paradise, CA",1.06E+18,Camp fire closure in #Chico on CA 32 Both NB/SB between Yosemite Dr and 14 Mile House Rd #traffic http://bit.ly/Y31VAF,2018-11-10 15:49:04+00:00,#Chico #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061284614017302528,10,15,49,1,1,Camp fire closure in #Chico on CA 32 Both NB/SB between Yosemite Dr and 14 Mile House Rd #traffic,1,"Chico, CA",0
640,"Paradise, CA",1.06E+18,Camp fire closure in #Chico on CA 32 Both NB/SB between Yosemite Dr and 14 Mile House Rd #traffic http://bit.ly/Y31VAF,2018-11-10 17:39:44+00:00,#Chico #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061312464950685696,10,17,39,1,1,Camp fire closure in #Chico on CA 32 Both NB/SB between Yosemite Dr and 14 Mile House Rd #traffic,1,"Chico, CA",0
607,"Paradise, CA",1.06E+18,Camp fire closure in #Chico on CA 32 Both NB/SB between Yosemite Dr and 14 Mile House Rd #traffic http://bit.ly/Y31VAF,2018-11-11 04:01:14+00:00,#Chico #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061468872308678656,11,4,1,1,1,Camp fire closure in #Chico on CA 32 Both NB/SB between Yosemite Dr and 14 Mile House Rd #traffic,1,"Chico, CA",0
538,"Paradise, CA",1.06E+18,Camp fire closure in #Chico on CA 32 Both NB/SB between Yosemite Dr and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-12 15:36:21+00:00,#Chico #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1062006190169907201,12,15,36,1,1,Camp fire closure in #Chico on CA 32 Both NB/SB between Yosemite Dr and CA 89 #traffic,1,"Chico, CA",0
594,"Paradise, CA",1.06E+18,Camp fire closure in #Chico on Skwy Rd Both EB/WB between Bruce Rd and before Neal Rd #traffic http://bit.ly/Y31VAF,2018-11-11 13:57:45+00:00,#Chico #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061618990831845376,11,13,57,1,1,Camp fire closure in #Chico on Skwy Rd Both EB/WB between Bruce Rd and before Neal Rd #traffic,1,"Chico, CA",0
555,"Paradise, CA",1.06E+18,Camp fire closure in #Chico on Skwy Rd Both EB/WB between Bruce Rd and before Neal Rd #traffic http://bit.ly/Y31VAF,2018-11-12 03:31:44+00:00,#Chico #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061823833752125441,12,3,31,1,1,Camp fire closure in #Chico on Skwy Rd Both EB/WB between Bruce Rd and before Neal Rd #traffic,1,"Chico, CA",0
537,"Paradise, CA",1.06E+18,Camp fire closure in #Chico on Skwy Rd Both EB/WB between Bruce Rd and before Neal Rd #traffic http://bit.ly/Y31VAF,2018-11-12 15:36:54+00:00,#Chico #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1062006328992976896,12,15,36,1,1,Camp fire closure in #Chico on Skwy Rd Both EB/WB between Bruce Rd and before Neal Rd #traffic,1,"Chico, CA",0
533,"Paradise, CA",1.06E+18,Camp fire closure in #Chico on Skwy Rd Both EB/WB between Bruce Rd and before Neal Rd #traffic http://bit.ly/Y31VAF,2018-11-12 16:25:32+00:00,#Chico #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1062018565690118144,12,16,25,1,1,Camp fire closure in #Chico on Skwy Rd Both EB/WB between Bruce Rd and before Neal Rd #traffic,1,"Chico, CA",0
648,"Paradise, CA",1.06E+18,Camp fire closure in #Chico on Skwy Rd Both EB/WB between Bruce Rd and Neal Rd #traffic http://bit.ly/Y31VAF,2018-11-10 15:15:38+00:00,#Chico #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061276201740840960,10,15,15,1,1,Camp fire closure in #Chico on Skwy Rd Both EB/WB between Bruce Rd and Neal Rd #traffic,1,"Chico, CA",0
605,"Paradise, CA",1.06E+18,Camp fire closure in #Chico on Skwy Rd Both EB/WB between Bruce Rd and Neal Rd #traffic http://bit.ly/Y31VAF,2018-11-11 04:01:16+00:00,#Chico #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061468878558126080,11,4,1,1,1,Camp fire closure in #Chico on Skwy Rd Both EB/WB between Bruce Rd and Neal Rd #traffic,1,"Chico, CA",0
649,"Paradise, CA",1.06E+18,Camp fire closure in #Durham on Neal Rd Both EB/WB between CA 99 and Circlewood Dr #traffic http://bit.ly/Y31VAF,2018-11-10 15:07:18+00:00,#Durham #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061274103439654917,10,15,7,1,1,Camp fire closure in #Durham on Neal Rd Both EB/WB between CA 99 and Circlewood Dr #traffic,1,"Paradise, CA",0
606,"Paradise, CA",1.06E+18,Camp fire closure in #Durham on Neal Rd Both EB/WB between CA 99 and Circlewood Dr #traffic http://bit.ly/Y31VAF,2018-11-11 04:01:15+00:00,#Durham #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061468875156525056,11,4,1,1,1,Camp fire closure in #Durham on Neal Rd Both EB/WB between CA 99 and Circlewood Dr #traffic,1,"Paradise, CA",0
587,"Paradise, CA",1.06E+18,Camp fire closure in #Durham on Neal Rd Both EB/WB between CA 99 and Circlewood Dr #traffic http://bit.ly/Y31VAF,2018-11-11 16:15:09+00:00,#Durham #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061653567898050560,11,16,15,1,1,Camp fire closure in #Durham on Neal Rd Both EB/WB between CA 99 and Circlewood Dr #traffic,1,"Paradise, CA",0
552,"Paradise, CA",1.06E+18,Camp fire closure in #Durham on Neal Rd Both EB/WB between CA 99 and Circlewood Dr #traffic http://bit.ly/Y31VAF,2018-11-12 06:14:47+00:00,#Durham #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061864866204532736,12,6,14,1,1,Camp fire closure in #Durham on Neal Rd Both EB/WB between CA 99 and Circlewood Dr #traffic,1,"Paradise, CA",0
522,"Paradise, CA",1.06E+18,Camp fire closure in #Durham on Neal Rd Both EB/WB between CA 99 and Circlewood Dr #traffic http://bit.ly/Y31VAF,2018-11-12 19:22:07+00:00,#Durham #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1062063005733666823,12,19,22,1,1,Camp fire closure in #Durham on Neal Rd Both EB/WB between CA 99 and Circlewood Dr #traffic,1,"Paradise, CA",0
541,"Paradise, CA",1.06E+18,Camp fire closure in #NorthOfOroville on 191 Both NB/SB between Durham-Pentz Rd and Pearson Rd #traffic http://bit.ly/Y31VAF,2018-11-12 15:19:03+00:00,#NorthOfOroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1062001835039514624,12,15,19,1,1,Camp fire closure in #NorthOfOroville on 191 Both NB/SB between Durham-Pentz Rd and Pearson Rd #traffic,1,"Paradise, CA",0
652,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on 191 Both NB/SB between CA 70 and Pearson Rd #traffic http://bit.ly/Y31VAF,2018-11-10 14:39:49+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061267188856840194,10,14,39,1,1,Camp fire closure in #Oroville on 191 Both NB/SB between CA 70 and Pearson Rd #traffic,1,"Paradise, CA",0
612,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on 191 Both NB/SB between CA 70 and Pearson Rd #traffic http://bit.ly/Y31VAF,2018-11-11 03:06:26+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061455078551445504,11,3,6,1,1,Camp fire closure in #Oroville on 191 Both NB/SB between CA 70 and Pearson Rd #traffic,1,"Paradise, CA",0
595,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on 191 Both NB/SB between Durham-Pentz Rd and before Pearson Rd #traffic http://bit.ly/Y31VAF,2018-11-11 13:33:57+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061612998379352064,11,13,33,1,1,Camp fire closure in #Oroville on 191 Both NB/SB between Durham-Pentz Rd and before Pearson Rd #traffic,1,"Paradise, CA",0
593,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on 191 Both NB/SB between Durham-Pentz Rd and before Pearson Rd #traffic http://bit.ly/Y31VAF,2018-11-11 13:59:51+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061619518806474753,11,13,59,1,1,Camp fire closure in #Oroville on 191 Both NB/SB between Durham-Pentz Rd and before Pearson Rd #traffic,1,"Paradise, CA",0
559,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on 191 Both NB/SB between Durham-Pentz Rd and before Pearson Rd #traffic http://bit.ly/Y31VAF,2018-11-12 03:31:42+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061823824323330048,12,3,31,1,1,Camp fire closure in #Oroville on 191 Both NB/SB between Durham-Pentz Rd and before Pearson Rd #traffic,1,"Paradise, CA",0
547,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on 191 Both NB/SB between Durham-Pentz Rd and Pearson Rd #traffic http://bit.ly/Y31VAF,2018-11-12 14:15:12+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061985768535662592,12,14,15,1,1,Camp fire closure in #Oroville on 191 Both NB/SB between Durham-Pentz Rd and Pearson Rd #traffic,1,"Paradise, CA",0
654,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-10 13:37:23+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061251476255842305,10,13,37,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic,1,"Paradise, CA",0
619,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-11 02:15:05+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061442157196832769,11,2,15,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic,1,"Paradise, CA",0
591,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-11 15:31:11+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061642502426509313,11,15,31,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic,1,"Paradise, CA",0
558,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-12 03:31:42+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061823827993395201,12,3,31,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic,1,"Paradise, CA",0
544,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-12 14:31:06+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1061989768215568384,12,14,31,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between CA 149 and CA 89 #traffic,1,"Paradise, CA",0
345,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-17 02:39:04+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1063622517796102144,17,2,39,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic,1,"Paradise, CA",0
331,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-17 15:38:22+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1063818638107598848,17,15,38,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic,1,"Paradise, CA",0
315,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-18 05:23:36+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1064026314557046785,18,5,23,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic,1,"Paradise, CA",0
295,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-18 18:02:54+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1064217396595093506,18,18,2,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic,1,"Paradise, CA",0
267,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-19 06:47:57+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1064409929644150784,19,6,47,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic,1,"Paradise, CA",0
244,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-19 17:05:57+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1064565452322435074,19,17,5,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic,1,"Paradise, CA",0
240,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-19 19:30:52+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1064601925222576129,19,19,30,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic,1,"Paradise, CA",0
217,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-20 08:41:41+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1064800937569644544,20,8,41,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic,1,"Paradise, CA",0
215,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-20 11:56:16+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1064849905531858944,20,11,56,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic,1,"Paradise, CA",0
195,"Paradise, CA",1.06E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-20 20:51:21+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1064984563531882497,20,20,51,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic,1,"Paradise, CA",0
164,"Paradise, CA",1.07E+18,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF,2018-11-21 09:14:13+00:00,#Oroville #traffic,TotalTrafficSMF,,0,0,https://twitter.com/TotalTrafficSMF/status/1065171513089974273,21,9,14,1,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic,1,"Paradise, CA",0
