tweet_count,City,id,tweet_text,timestamp,hashtags,username,mentions,rewtweets,replies,link,day,hour,minute,during_fire,is-fire-related,text_nourl,key_score,from_locations,sent
176.0,"Paradise, CA",1.07e+18,"all fossil fuel pipelines lead to climate chaos induced extreme weather! #nodapl #100percentrenewableenergynow #greennewdeal! @paradise, california https://www.instagram.com/p/bqbhc5mf_1p/?utm_source=ig_twitter_share&amp;igshid=2a07odh7tlan",2018-11-21 05:07:35+00:00,#NoDAPL #100percentrenewableenergynow #GreenNewDeal,dougaqua,,0,0,https://twitter.com/dougaqua/status/1065109446945329152,21,5,7,1,0,"All fossil fuel pipelines lead to climate chaos induced extreme weather! #NoDAPL #100percentrenewableenergynow #GreenNewDeal! @Paradise, California ",0,"Paradise, CA",1
75.0,"Paradise, CA",1.07e+18,all smiles this thanksgiving as i started my journey as a guy who runs 5k's on thanksgiving with his family! @one mile recreational area https://www.instagram.com/p/bqiga1rngizxi8sai45kxkg0hodfm3hfba76eq0/?utm_source=ig_twitter_share&amp;igshid=1uoxwhv1o0ocn,2018-11-23 22:12:21+00:00,,FOSports93,,0,0,https://twitter.com/FOSports93/status/1066092113740382209,23,22,12,1,0,All smiles this Thanksgiving as I started my journey as a guy who runs 5k's on Thanksgiving with his family! @One Mile Recreational Area ,0,"Chico, CA",1
16.0,"Paradise, CA",1.07e+18,"all the basics ... for a sunday treat @sacramento, california https://www.instagram.com/p/bqnzfy2h5nhzntepo6btapn-dpfgzdkjq3vexk0/?utm_source=ig_twitter_share&amp;igshid=1rurah7khkocw",2018-11-25 23:31:40+00:00,,sabiovasquez,,0,0,https://twitter.com/sabiovasquez/status/1066836849593917441,25,23,31,1,0,"All the basics ... for a Sunday treat @Sacramento, California ",0,"Sacramento, CA",1
701.0,"Paradise, CA",1.06e+18,"almost 11:30am and this is what the sky on the north side of chico looks like. this is unreal. for anyone wondering, we are safe and didn't have to evacuate. chico law enforcement should… https://www.instagram.com/p/bp-i9eghhrq/?utm_source=ig_twitter_share&amp;igshid=57tgve835hia",2018-11-09 19:26:51+00:00,,llarsen5,,0,0,https://twitter.com/llarsen5/status/1060977034573291521,9,19,26,1,1,"Almost 11:30am and this is what the sky on the north side of Chico looks like. This is unreal. For anyone wondering, we are safe and didn't have to evacuate. Chico law enforcement should… ",0,"Chico, CA",1
34.0,Butte County,1.07e+18,"although 95% contained the camp fire, ca is getting closer to where we are working @oroville, california https://www.instagram.com/p/bqmanpulhfj/?utm_source=ig_twitter_share&amp;igshid=ce8i3j83nnir",2018-11-25 06:51:26+00:00,,adriangrieve,,1,0,https://twitter.com/adriangrieve/status/1066585130871996416,25,6,51,1,1,"Although 95% contained the Camp Fire, CA is getting closer to where we are working @Oroville, California ",1,"Oroville, CA",0
,Butte County,1.06e+18,always a blast to come mix here with the boys. #longtime #classicrock #livesound#soundengineer #featherfalls #oroville @feather falls brewing company https://www.instagram.com/p/bpwdma1aqj6/?utm_source=ig_twitter_share&amp;igshid=udvyn59jiwk5,2018-11-04 07:58:28+00:00,#longtime #classicrock #featherfalls #oroville,FetzSteep,,0,0,https://twitter.com/FetzSteep/status/1058991857538121729,4,7,58,0,0,Always a blast to come mix here with the boys. #longtime #classicrock #livesound#soundengineer #featherfalls #oroville @Feather Falls Brewing Company ,0,"South Oroville, CA",1
,"Paradise, CA",1.06e+18,"always express your love & appreciation #healthyliving #appreciation #thoughtfortheday #gratitude @paradise, california https://www.instagram.com/liveg2g/p/bpygp3thmfg/?utm_source=ig_twitter_share&amp;igshid=10e3x1j3agseu",2018-11-05 06:47:21+00:00,#healthyliving #appreciation #thoughtfortheday #gratitude #gratitude,liveg2g,,0,0,https://twitter.com/liveg2g/status/1059336349273260032,5,6,47,0,0,"Always express your love & appreciation #healthyliving #appreciation #thoughtfortheday #gratitude @Paradise, California ",0,"Paradise, CA",1
30.0,"Oroville, CA",1.07e+18,"always stay humble and kind. i feel blessed daily because i am alive, i have my beautiful children and family, wonderful friends, good health, humble and open heart, i have faith, i can… https://www.instagram.com/p/bqfyqjqltc7/?utm_source=ig_twitter_share&amp;igshid=hzkvgov0bo6s",2018-11-22 17:06:51+00:00,,kisha_vazquez,,0,0,https://twitter.com/kisha_vazquez/status/1065652845741895681,22,17,6,1,0,"Always stay humble and kind. I feel blessed daily because I am alive, I have my beautiful children and family, wonderful friends, good health, humble and open heart, I have faith, I can… ",0,"Gridley, CA",1
488.0,"Paradise, CA",1.06e+18,amazing story coming out on how allyn pierce trove his @toyota #tundra not once but twice back through the firestorm in #paradise ca to shuttle patients and set up a makeshift hospital on… https://www.instagram.com/p/bqimgihhp-r/?utm_source=ig_twitter_share&amp;igshid=1h0jfhxs0f6jq,2018-11-13 16:58:03+00:00,#Tundra #Paradise,andybell,@Toyota,0,1,https://twitter.com/andybell/status/1062389136575942656,13,16,58,1,1,Amazing story coming out on how Allyn Pierce trove his @Toyota #Tundra not once but twice back through the firestorm in #Paradise Ca to shuttle patients and set up a makeshift hospital on… ,0,"Paradise, CA",1
444.0,"Paradise, CA",1.06e+18,"amazing v-teamers in our chico, ca store supporting the community of paradise in their recovery efforts. this team has been open to serve customers since the fires began. #fearless… https://www.instagram.com/p/bqldsbsaggj/?utm_source=ig_twitter_share&amp;igshid=tcd0o7v377e4",2018-11-14 19:35:19+00:00,#fearless,TamiErwinVZ,,9,0,https://twitter.com/TamiErwinVZ/status/1062791102493790208,14,19,35,1,1,"Amazing V-Teamers in our Chico, CA store supporting the community of Paradise in their recovery efforts. This team has been open to serve customers since the fires began. #fearless… ",1,"Chico, CA",1
233.0,"Paradise, CA",1.06e+18,american families living in tent cities with infants for 10 days now. today we distributed more #bstrong gift cards to over 50 families living in tents. here’s their testimonies. now… https://www.instagram.com/p/bqyryy9gsv3/?utm_source=ig_twitter_share&amp;igshid=19geoal7pwn6y,2018-11-19 22:52:10+00:00,#BStrong,michaelcapponi,,3,4,https://twitter.com/michaelcapponi/status/1064652583627714560,19,22,52,1,1,American Families living in tent cities with infants for 10 days now. Today we distributed more #BStrong gift cards to over 50 families living in tents. Here’s their testimonies. Now… ,0,"Chico, CA",1
462.0,"Paradise, CA",1.06e+18,among today's activities: long lines at the post office and the credit union. @chico downtown plaza https://www.instagram.com/p/bqjr0j5hp7i/?utm_source=ig_twitter_share&amp;igshid=1svmmefw0uzhr,2018-11-14 03:03:46+00:00,,PastorAndrewMcH,,0,0,https://twitter.com/PastorAndrewMcH/status/1062541571604860933,14,3,3,1,0,Among today's activities: Long lines at the post office and the credit union. @Chico Downtown Plaza ,0,"Chico, CA",1
751.0,"Paradise, CA",1.06e+18,"and back into the oven for another hour or so! #roastedribs #roastedbeets #ribs &amp; #beets #seriouslydelicious #eatgoodfood #organic #healthyeating @paradise, california https://www.instagram.com/liveg2g/p/bp7yonjniea/?utm_source=ig_twitter_share&amp;igshid=1lqpq6fziuka0",2018-11-08 21:22:30+00:00,#roastedribs #roastedbeets #ribs #beets #seriouslydelicious #eatgoodfood #organic #healthyeating,liveg2g,,0,0,https://twitter.com/liveg2g/status/1060643748286214144,8,21,22,1,0,"And back into the oven for another hour or so! #roastedribs #roastedbeets #ribs &amp; #beets #seriouslydelicious #eatgoodfood #organic #healthyeating @Paradise, California ",0,"Paradise, CA",1
35.0,"Paradise, CA",1.07e+18,and..... another load delivered! thank you everyone for the donations. it's been a devastating time for many people but seeing our communities pull together so selflessly has been a… https://www.instagram.com/p/bqliws-gqcy/?utm_source=ig_twitter_share&amp;igshid=1vqv0ienyckhh,2018-11-25 02:26:57+00:00,,ArenaStrong,,0,0,https://twitter.com/ArenaStrong/status/1066518571973521408,25,2,26,1,1,And..... another load delivered! Thank you everyone for the donations. It's been a devastating time for many people but seeing our communities pull together so selflessly has been a… ,0,"Chico, CA",1
112.0,"Oroville, CA",1.06e+18,another deployment to a fire evacuee shelter in the books. i learned a lot from the carr fire and took it with me to the camp fire. the people of paradise and… https://www.instagram.com/p/bqkf1gwnzljanvul3a06axjcmq6ladn52afylo0/?utm_source=ig_twitter_share&amp;igshid=tb0h7wop04pj,2018-11-14 14:25:40+00:00,,cas_a_diddle,,0,0,https://twitter.com/cas_a_diddle/status/1062713176490414080,14,14,25,1,1,Another deployment to a fire evacuee shelter in the books. I learned a lot from the Carr Fire and took it with me to the Camp Fire. The people of Paradise and… ,3,"Oroville, CA",1
262.0,"Paradise, CA",1.06e+18,"another picture of my house. the bunk bed is probably not salvageable? and hey i still have a grill! @magalia, california https://www.instagram.com/p/bqwsjwshqav-ffm1sfy5hxtyisbxc0h0faug2m0/?utm_source=ig_twitter_share&amp;igshid=rae2c6e9fwz0",2018-11-19 08:04:15+00:00,,innerwealth1st,,0,1,https://twitter.com/innerwealth1st/status/1064429130144509953,19,8,4,1,1,"Another picture of my house. The bunk bed is probably not salvageable? And hey I still have a grill! @Magalia, California ",0,"Magalia, CA",1
94.0,"Paradise, CA",1.07e+18,"another thanksgiving day tradition in thw bag!! happy thanksgiving everyone!! @chico, california https://www.instagram.com/p/bqguit3dauy/?utm_source=ig_twitter_share&amp;igshid=11zlq1pogloc0",2018-11-23 01:52:37+00:00,,macreed65,,0,0,https://twitter.com/macreed65/status/1065785158824067072,23,1,52,1,0,"Another Thanksgiving day tradition in thw bag!! Happy Thanksgiving everyone!! @Chico, California ",0,"Chico, CA",1
167.0,"Paradise, CA",1.07e+18,"another thanksgiving! food, health, family, & safety...a lot to be thankful for. going to get fat though! 場所: chico, california https://www.instagram.com/p/bqbrhepnmbn/?utm_source=ig_twitter_share&amp;igshid=n915v0kzc9ci",2018-11-21 06:31:08+00:00,,Highwired,,0,1,https://twitter.com/Highwired/status/1065130473872154625,21,6,31,1,0,"Another Thanksgiving! Food, health, family, & safety...a lot to be thankful for. Going to get fat though! 場所: Chico, California ",0,"Chico, CA",1
696.0,Butte County,1.06e+18,archetype saturday. with all the different people here at macrobiotic america i see my characters within the class. love.… https://www.instagram.com/p/bqbdkwabvsn/?utm_source=ig_twitter_share&amp;igshid=s5yn9rs8t55j,2018-11-10 22:27:44+00:00,,wannatalkhealth,,0,0,https://twitter.com/wannatalkhealth/status/1061384942943432704,10,22,27,1,0,Archetype Saturday. With all the different people here at Macrobiotic America I see my characters within the class. LOVE.… ,0,"Oroville, CA",1
510.0,"Paradise, CA",1.06e+18,army for pets — •5 tips to prepare your pet to survive a disaster• with @jenniferfield ______________________________________________________________please repost #takesanarmy… https://www.instagram.com/p/bqgnrzyh7si/?utm_source=ig_twitter_share&amp;igshid=e9wxugkyshk,2018-11-13 03:02:07+00:00,#takesanarmy,Armyforpets,@JenniferField,1,0,https://twitter.com/Armyforpets/status/1062178767999774720,13,3,2,1,1,Army for Pets — •5 Tips to Prepare your Pet to Survive a Disaster• with @JenniferField ______________________________________________________________Please repost #takesanarmy… ,0,"Chico, CA",1
513.0,"Paradise, CA",1.06e+18,army for pets — •5 tips to prepare your pet to survive a disaster• with @jenniferfield #takesanarmy #tipsforpets #tipsfordogs #evacueetips #prepareyourpet #repost #share… https://www.instagram.com/p/bqgnrzyh7si/?utm_source=ig_twitter_share&amp;igshid=6rx5xixcbubn,2018-11-13 02:17:34+00:00,#takesanarmy #tipsforpets #tipsfordogs #evacueetips #prepareyourpet #repost #share,Armyforpets,@JenniferField,1,0,https://twitter.com/Armyforpets/status/1062167558529470464,13,2,17,1,1,Army for Pets — •5 Tips to Prepare your Pet to Survive a Disaster• with @JenniferField #takesanarmy #tipsforpets #tipsfordogs #evacueetips #prepareyourpet #repost #share… ,1,"Chico, CA",1
532.0,"Paradise, CA",1.06e+18,"as i sit here with my beautiful baby cat, biscuits, and my two beautiful baby dogs and read stories of other folks who weren’t as lucky to get their pets out… https://www.instagram.com/p/bqfrraylnqoytalpcyrpuj6ts0ufbdpzv7gtyu0/?utm_source=ig_twitter_share&amp;igshid=p5q9pahei6qj",2018-11-12 17:29:16+00:00,,BristolPistolTN,,0,0,https://twitter.com/BristolPistolTN/status/1062034607384788993,12,17,29,1,0,"As I sit here with my beautiful baby cat, Biscuits, and my two beautiful baby dogs and read stories of other folks who weren’t as lucky to get their pets out… ",0,"Paradise, CA",1
323.0,Butte County,1.06e+18,"as if life isn’t already hard enough, poor harvey went to go eat that fly and it turns out it was a bee and stung him on his lip. we got the stinger out and… https://www.instagram.com/p/bqvzkobflfrccclk-w99nunuoca1jomwgl8jb80/?utm_source=ig_twitter_share&amp;igshid=e51zvsm5iins",2018-11-18 20:05:40+00:00,,BristolPistolTN,,0,0,https://twitter.com/BristolPistolTN/status/1064248293809631239,18,20,5,1,0,"As if life isn’t already hard enough, poor Harvey went to go eat that fly and it turns out it was a bee and stung him on his lip. We got the stinger out and… ",0,"South Oroville, CA",0
117.0,Butte County,1.07e+18,"as many of us settle in for a family meal, at @montecitofire we reflect on the last year and are thankful for countless items, not the least of which is our ability to help others. still… https://www.instagram.com/p/bqf2oc4f7s-/?utm_source=ig_twitter_share&amp;igshid=eqaxn85webnt",2018-11-22 21:28:39+00:00,,montecitofire,@montecitofire,1,1,https://twitter.com/montecitofire/status/1065718729630261254,22,21,28,1,1,"As many of us settle in for a family meal, at @montecitofire we reflect on the last year and are Thankful for countless items, not the least of which is our ability to help others. Still… ",0,"Oroville, CA",1
177.0,"Paradise, CA",1.07e+18,"as many of you have seen and donated to our efforts to help the community of paradise, we now have a new focus. we have adopted the ballentine family. @rockiemoon7 spent some time on the… https://www.instagram.com/p/bqbt6ixnnjz/?utm_source=ig_twitter_share&amp;igshid=157geeqnltozg",2018-11-21 03:08:22+00:00,,jessebignami,@rockiemoon7,0,0,https://twitter.com/jessebignami/status/1065079444119777280,21,3,8,1,1,"As many of you have seen and donated to our efforts to help the community of Paradise, we now have a new focus. We have adopted the Ballentine family. @rockiemoon7 spent some time on the… ",0,"Paradise, CA",1
747.0,"Paradise, CA",1.06e+18,"as rich as this looks, know that it tastes even better #seriouslydelicious #cleaneating #realfood #recipe : 1.5lbs #porkribs season(s&amp;p....) roast for 45mins.. add: 3cloves… https://www.instagram.com/liveg2g/p/bp7_swih96f/?utm_source=ig_twitter_share&amp;igshid=q0l7hewmjwlp",2018-11-08 23:15:14+00:00,#seriouslydelicious #cleaneating #realfood #recipe #porkribs,liveg2g,,0,0,https://twitter.com/liveg2g/status/1060672122303873026,8,23,15,1,0,"As rich as this looks, know that it tastes even better #seriouslydelicious #cleaneating #realfood #recipe : 1.5lbs #porkribs season(S&amp;P....) roast for 45mins.. ADD: 3cloves… ",0,"Paradise, CA",1
266.0,Butte County,1.06e+18,"as the sun rises over camp, the crews of sbc #rtf12 get briefed for their second day of clearing structures in butte county. the rtf includes crews from @santamariafire @sbcityfirepio… https://www.instagram.com/p/bqx3v00lce6/?utm_source=ig_twitter_share&amp;igshid=62b0sxy7qs4j",2018-11-19 19:04:39+00:00,#RTF12,montecitofire,@SantaMariaFire @SBCityFirePIO,2,0,https://twitter.com/montecitofire/status/1064595323752861697,19,19,4,1,1,"As the sun rises over camp, the crews of SBC #RTF12 get briefed for their second day of clearing structures in Butte county. The RTF includes crews from @SantaMariaFire @SBCityFirePIO… ",0,"Oroville, CA",1
289.0,"Paradise, CA",1.06e+18,"as this rang through my head over the last week and a half, god reminded me of the story of who wrote it and the immense pain it was written out of:… https://www.instagram.com/p/bqvc-ubhxjf/?utm_source=ig_twitter_share&amp;igshid=1liov71qea5vr",2018-11-18 20:32:17+00:00,,teamwilkins,,0,0,https://twitter.com/teamwilkins/status/1064254992062865408,18,20,32,1,1,"As this rang through my head over the last week and a half, God reminded me of the story of who wrote it and the immense pain it was written out of:… ",0,"Chico, CA",0
603.0,"Paradise, CA",1.06e+18,"at a loss of words for all of those who have been effected by the camp fire in and around paradise, ca. this area is close to my hometown of yuba city, ca and it’s difficult to see the… https://www.instagram.com/p/bqbs2jylw7i/?utm_source=ig_twitter_share&amp;igshid=hzvxbr0pp4ud",2018-11-11 04:45:36+00:00,,MaxStassi10,,12,5,https://twitter.com/MaxStassi10/status/1061480033838075904,11,4,45,1,1,"At a loss of words for all of those who have been effected by the Camp Fire in and around Paradise, CA. This area is close to my hometown of Yuba City, CA and it’s difficult to see the… ",1,"Paradise, CA",0
51.0,"Oroville, CA",1.06e+18,"at a red cross relief center people are posting hand-written notes to try to find missing friends and family #campfire @weatherchannel @wunderground @gridley, california https://www.instagram.com/p/bqyndinhcel/?utm_source=ig_twitter_share&amp;igshid=mzise6bbr4g5",2018-11-19 22:10:43+00:00,#campfire,amlikethewind,@weatherchannel @wunderground,0,0,https://twitter.com/amlikethewind/status/1064642150170673152,19,22,10,1,1,"At a Red Cross relief center people are posting hand-written notes to try to find missing friends and family #campfire @weatherchannel @wunderground @Gridley, California ",1,"Gridley, CA",1
,"Paradise, CA",1.06e+18,"at this time next month we will be in our new home, our new city, starting our new life. do we currently have any idea where any of that will be? nope. • we know the general area but that… https://www.instagram.com/p/bpo9hjabh2a/?utm_source=ig_twitter_share&amp;igshid=vr4ge65ymban",2018-11-01 13:47:18+00:00,,AshleyMJackson,,0,0,https://twitter.com/AshleyMJackson/status/1057992480916815873,1,13,47,0,0,"At this time next month we will be in our new home, our new city, starting our new life. Do we currently have any idea where any of that will be? Nope. • We know the general area but that… ",0,"Chico, CA",1
,"Paradise, CA",1.06e+18,"autumn sunsets are the most colorful backdrop for the weekend from our perch. #sunsetviews #sunsets #chicoca #traveladvisor #autumnsunsets #curatedtravel #weekendvibes @chico, california https://www.instagram.com/p/bpuhchunnkp/?utm_source=ig_twitter_share&amp;igshid=1wwegpzfeawqx",2018-11-03 13:50:03+00:00,#sunsetviews #sunsets #chicoca #traveladvisor #autumnsunsets #curatedtravel #weekendvibes,CuratedTravelHL,,0,0,https://twitter.com/CuratedTravelHL/status/1058717947332562945,3,13,50,0,0,"Autumn sunsets are the most colorful backdrop for the weekend from our perch. #sunsetviews #sunsets #chicoca #traveladvisor #autumnsunsets #curatedtravel #weekendvibes @Chico, California ",0,"Chico, CA",1
772.0,"Paradise, CA",1.06e+18,autumn winds -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… https://www.instagram.com/p/bp58gqtfgfv/?utm_source=ig_twitter_share&amp;igshid=1ovcmis63rnx5,2018-11-08 04:55:39+00:00,#flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1060395403038937088,8,4,55,1,0,autumn winds -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… ,0,"Chico, CA",1
771.0,"Paradise, CA",1.06e+18,autumn winds -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… https://www.instagram.com/p/bp58rsclgu4/?utm_source=ig_twitter_share&amp;igshid=1wfa47v9ay7pz,2018-11-08 04:55:51+00:00,#flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1060395451499696128,8,4,55,1,0,autumn winds -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… ,0,"Chico, CA",1
770.0,"Paradise, CA",1.06e+18,autumn winds -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… https://www.instagram.com/p/bp578zxlart/?utm_source=ig_twitter_share&amp;igshid=1xtuetscyj6ze,2018-11-08 04:57:51+00:00,#flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1060395954686304256,8,4,57,1,0,autumn winds -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… ,0,"Chico, CA",1
,"Paradise, CA",1.06e+18,available for appointments @chicobraidqueen #chicobraidqueen #chicodreadstylist #chicommabraider #chicofeedins #chicosports #chicobraids. #530braids #530hair #530weaves… https://www.instagram.com/p/bppdbu5ntk_/?utm_source=ig_twitter_share&amp;igshid=1ozox2c7zovt0,2018-11-01 14:42:32+00:00,#chicobraidqueen #chicodreadstylist #chicommabraider #chicofeedins #chicosports #chicobraids #530braids #530hair #530weaves,chicobraidqueen,@chicobraidqueen,0,0,https://twitter.com/chicobraidqueen/status/1058006378416144385,1,14,42,0,0,AVAILABLE FOR APPOINTMENTS @chicobraidqueen #chicobraidqueen #chicodreadstylist #chicommabraider #chicofeedins #chicosports #chicobraids. #530braids #530hair #530weaves… ,0,"Chico, CA",0
,"Paradise, CA",1.06e+18,baby charlie’s first birthday party!! so much fun celebrating our adorable grandson with family and friends. congrats brianacake and shawnclark7 for creating a wonderful year 1 for… https://www.instagram.com/p/bpw0n-fhrb3/?utm_source=ig_twitter_share&amp;igshid=1eyfmoxibzucw,2018-11-04 15:06:55+00:00,,CuratedTravelHL,,0,0,https://twitter.com/CuratedTravelHL/status/1059099680645279747,4,15,6,0,0,Baby Charlie’s first birthday Party!! So much fun celebrating our adorable grandson with family and friends. Congrats brianacake and shawnclark7 for creating a wonderful year 1 for… ,0,"Chico, CA",1
,"Paradise, CA",1.06e+18,baby charlie’s first birthday party!! so much fun celebrating our adorable grandson with family and friends. congrats brianacake and shawnclark7 for creating a wonderful year 1 for… https://www.instagram.com/p/bpw0n-fhrb3/?utm_source=ig_twitter_share&amp;igshid=qygktqu48kim,2018-11-04 15:45:36+00:00,,CuratedTravelHL,,0,0,https://twitter.com/CuratedTravelHL/status/1059109414412713985,4,15,45,0,0,Baby Charlie’s first birthday party!! So much fun celebrating our adorable grandson with family and friends. Congrats brianacake and shawnclark7 for creating a wonderful year 1 for… ,0,"Chico, CA",1
250.0,"Paradise, CA",1.06e+18,backyard garden “paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it… https://www.instagram.com/p/bqxh27zlwpx/?utm_source=ig_twitter_share&amp;igshid=ly4c2mdxr2rh,2018-11-19 15:53:19+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064547176913805315,19,15,53,1,1,Backyard garden “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it… ,1,"Paradise, CA",0
248.0,"Paradise, CA",1.06e+18,backyard garden beauties “paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see… https://www.instagram.com/p/bqxigzafc1j/?utm_source=ig_twitter_share&amp;igshid=1l7y7mcthhxvu,2018-11-19 15:55:26+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064547708697018374,19,15,55,1,1,Backyard garden beauties “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see… ,1,"Paradise, CA",0
125.0,"Paradise, CA",1.07e+18,backyard peaches paradise lake “paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return… https://www.instagram.com/p/bqfj7prlbkw/?utm_source=ig_twitter_share&amp;igshid=rrrr69tkjiku,2018-11-22 14:58:10+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1065620460010762240,22,14,58,1,1,Backyard peaches Paradise Lake “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return… ,1,"Paradise, CA",0
249.0,"Paradise, CA",1.06e+18,backyard rose garden “paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it… https://www.instagram.com/p/bqxh--6fmah/?utm_source=ig_twitter_share&amp;igshid=1cr6v1utfq6l6,2018-11-19 15:54:25+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1064547451674214400,19,15,54,1,1,Backyard rose garden “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some day we could return to see it… ,1,"Paradise, CA",0
255.0,Butte County,1.06e+18,been working on this non stop so happy it came together. thankful to my team! i will be on the ground there to help support and coordinate all these efforts #repost @houndsandheroes… https://www.instagram.com/p/bqykck9fz71/?utm_source=ig_twitter_share&amp;igshid=w3dh4ysxmvms,2018-11-20 01:36:02+00:00,#Repost,BJLaflin,@houndsandheroes,4,1,https://twitter.com/BJLaflin/status/1064693821701844997,20,1,36,1,1,Been working on this non stop so happy it came together. Thankful to my team! I will be on the ground there to help support and coordinate all these efforts #Repost @houndsandheroes… ,0,"Oroville, CA",1
685.0,"Paradise, CA",1.06e+18,"before and after and effects in #rosevilleca @paradise, california https://www.instagram.com/p/bp-l0gxhxhy/?utm_source=ig_twitter_share&amp;igshid=18cetrhgve6tu",2018-11-09 23:26:58+00:00,#rosevilleca,kellzg39,,0,0,https://twitter.com/kellzg39/status/1061037462242426880,9,23,26,1,0,"Before and after And effects in #rosevilleca @Paradise, California ",0,"Paradise, CA",1
737.0,"Paradise, CA",1.06e+18,belongings are hastily loaded in a pickup truck as friends and family desperately run to places out of the way of a fast moving fire running down the hills in butte county. #chico… https://www.instagram.com/p/bp8njvrh2sr/?utm_source=ig_twitter_share&amp;igshid=1fv1vy0x0hdq0,2018-11-09 01:12:49+00:00,#chico,defect_detector,,0,0,https://twitter.com/defect_detector/status/1060701709251604480,9,1,12,1,1,Belongings are hastily loaded in a pickup truck as friends and family desperately run to places out of the way of a fast moving fire running down the hills in Butte County. #chico… ,1,"Chico, CA",0
126.0,"Oroville, CA",1.06e+18,big props to my brothers!!!! @hugomonstah and on the beat @therealnoahboa original getdown crew!!!!! repost from @therealnoahboa- - - - - my boy made a trippy ass music video with one of… https://www.instagram.com/p/bqfldhyllve/?utm_source=ig_twitter_share&amp;igshid=bypj6nd2lhll,2018-11-12 16:52:56+00:00,,mikemoyer1200,@hugomonstah @therealnoahboa @therealnoahboa,2,0,https://twitter.com/mikemoyer1200/status/1062025463898365956,12,16,52,1,0,Big props to my Brothers!!!! @hugomonstah and on the beat @therealnoahboa original getdown crew!!!!! Repost from @therealnoahboa- - - - - My boy made a trippy ass music video with one of… ,0,"Oroville, CA",1
325.0,"Paradise, CA",1.06e+18,"big shout out to nimbleforgood & @akycreative for the portable charger hookup. so many people close to me lost their homes in the #campfire (my mom, my cousin, too many friends to… https://www.instagram.com/p/bqso8ernsrv/?utm_source=ig_twitter_share&amp;igshid=1smps2pa5wkws",2018-11-17 18:19:02+00:00,#CampFire,CNCRETEOPINIONS,@AKYCreative,0,0,https://twitter.com/CNCRETEOPINIONS/status/1063859069822410752,17,18,19,1,1,"Big shout out to nimbleforgood & @akycreative for the portable charger hookup. So many people close to me lost their homes in the #CampFire (my mom, my cousin, too many friends to… ",1,"Chico, CA",0
124.0,"Paradise, CA",1.07e+18,bille park in paradise among the redwooo paradise lake “paradise lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some… https://www.instagram.com/p/bqfkyl4lj1u/?utm_source=ig_twitter_share&amp;igshid=utzipryn4280,2018-11-22 15:02:07+00:00,,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1065621454459289606,22,15,2,1,1,Bille Park in Paradise among the Redwooo Paradise Lake “Paradise Lost”...we will never be able to replace what we had....and we will never forget what the fire took away...hoping that some… ,1,"Paradise, CA",1
