tweet_count,City,id,tweet_text,timestamp,hashtags,username,mentions,rewtweets,replies,link,day,hour,minute,during_fire,text_nourl,key_score,from_locations
888.0,Butte County,1.0600106876851608e+18,Feather: Running http://whatsrunning.billdurr.com/sec/5589,2018-11-07 03:26:56+00:00,,whats_running,,0,0,https://twitter.com/whats_running/status/1060010687685160960,7,3,26,0,Feather: Running ,0,Butte County
802.0,"Paradise, CA",1.0600137013764995e+18,"I needed to relax some. Maybe this will help some of you. It's a stressful night for many of us. Stay strong. #fender #stratocaster #strat #guitar #election2018 #election @Chico,… https://www.instagram.com/p/Bp3UFztnbsM/?utm_source=ig_twitter_share&amp;igshid=1wsqz0fpg5qe1",2018-11-07 03:38:55+00:00,#fender #stratocaster #strat #guitar #election2018 #election,robertmaxrees,,1,0,https://twitter.com/robertmaxrees/status/1060013701376499712,7,3,38,0,"I needed to relax some. Maybe this will help some of you. It's a stressful night for many of us. Stay strong. #fender #stratocaster #strat #guitar #election2018 #election @Chico,… ",0,"Chico, CA"
801.0,"Paradise, CA",1.0600411779262339e+18,I went to a medieval feast tonight and it was so much fun to talk to my classmates outside of school. There was more people there than this video showed but it… https://www.instagram.com/p/Bp3fmK5HvUus2LZI_txM4FYS3KTz_7Aro7nhQI0/?utm_source=ig_twitter_share&amp;igshid=7yt02oyeu4l0,2018-11-07 05:28:06+00:00,,agoddessthing,,0,0,https://twitter.com/agoddessthing/status/1060041177926234112,7,5,28,0,I went to a medieval feast tonight and it was so much fun to talk to my classmates outside of school. There was more people there than this video showed but it… ,0,nolocationfound
800.0,"Paradise, CA",1.0600568251759616e+18,"The sunset the other night on my drive home from Chico was a stunner. @Durham, California https://www.instagram.com/p/Bp3n49mnmnPgsMaSHxf4_kmGJItzfLATM9sBqI0/?utm_source=ig_twitter_share&amp;igshid=ry7x8qxstut4",2018-11-07 06:30:16+00:00,,SeanSullivan_23,,0,0,https://twitter.com/SeanSullivan_23/status/1060056825175961600,7,6,30,0,"The sunset the other night on my drive home from Chico was a stunner. @Durham, California ",0,"Durham, CA"
799.0,"Paradise, CA",1.0600794142039736e+18,#Carpool #Chico -&gt; #Davis I am trying to go to the UC Davis #splitcosts https://www.carpoolworld.com/carpool.html?hf=Chico&amp;hp=CA&amp;hz=&amp;hc=USA%2CUS&amp;to=Davis&amp;ws=CA&amp;wz=&amp;wc=USA%2CUS&amp;olat=39.7284944&amp;olon=-121.8374777&amp;lat=38.5449065&amp;lon=-121.7405167&amp;form_language=EN,2018-11-07 08:00:02+00:00,#Carpool #Chico #Davis #splitcosts,carpoolworld,,0,0,https://twitter.com/carpoolworld/status/1060079414203973632,7,8,0,0,#Carpool #Chico -&gt; #Davis I am trying to go to the UC Davis #splitcosts ,0,"Chico, CA"
798.0,"Paradise, CA",1.0600833770790461e+18,"I can't put this guitar down. It's a Strat, but totally different than what I'm used to tonally. The neck is also pretty different from Black. Some Snarky Puppy/Mark Lettieri stylings… https://www.instagram.com/p/Bp3zncRnpVZ/?utm_source=ig_twitter_share&amp;igshid=89e1yxx4dv1b",2018-11-07 08:15:47+00:00,,robertmaxrees,,0,0,https://twitter.com/robertmaxrees/status/1060083377079046145,7,8,15,0,"I can't put this guitar down. It's a Strat, but totally different than what I'm used to tonally. The neck is also pretty different from Black. Some Snarky Puppy/Mark Lettieri stylings… ",0,"Chico, CA"
882.0,Butte County,1.0601919242362264e+18,Feather: Running,2018-11-07 15:27:06+00:00,,whats_running,,0,0,https://twitter.com/whats_running/status/1060191924236226561,7,15,27,0,Feather: Running,0,Butte County
797.0,"Paradise, CA",1.060198023941116e+18,"Stumbled upon this amazing photo of jcat001 and I from May 2017 when we we're putting on silly accessories for a photo booth Hugs to you girl @Chico, California https://www.instagram.com/p/Bp4oGLEgjLg/?utm_source=ig_twitter_share&amp;igshid=a46rbstnr024",2018-11-07 15:51:21+00:00,,colleenmichelle,,0,0,https://twitter.com/colleenmichelle/status/1060198023941115904,7,15,51,0,"Stumbled upon this amazing photo of jcat001 and I from May 2017 when we we're putting on silly accessories for a photo booth Hugs to you girl @Chico, California ",0,"Chico, CA"
796.0,"Paradise, CA",1.0602010588725043e+18,Chico CA Wed Nov 7th AM Forecast: TODAY Mostly Sunny Hi 75 TONIGHT Clear Lo 47,2018-11-07 16:03:24+00:00,,_ChicoCA,,0,0,https://twitter.com/_ChicoCA/status/1060201058872504322,7,16,3,0,Chico CA Wed Nov 7th AM Forecast: TODAY Mostly Sunny Hi 75 TONIGHT Clear Lo 47,0,"Chico, CA"
795.0,"Paradise, CA",1.0602069387331009e+18,#Repost @chicogoose ・・・ *Vegan Wednesday* ~Wolfman Jack~ Stewed spicy sweet jackfruit served on Tin Roof ciabatta with crunchy slaw and a side of house pickles #chicovegan… https://www.instagram.com/p/Bp4sI8lHnGP/?utm_source=ig_twitter_share&amp;igshid=88lccpmvvmzd,2018-11-07 16:26:46+00:00,#Repost #chicovegan,chicovegan,@ChicoGoose,0,0,https://twitter.com/chicovegan/status/1060206938733101056,7,16,26,0,#Repost @chicogoose ・・・ *Vegan Wednesday* ~Wolfman Jack~ Stewed spicy sweet jackfruit served on Tin Roof ciabatta with crunchy slaw and a side of house pickles #chicovegan… ,0,"Chico, CA"
794.0,"Paradise, CA",1.06020899084664e+18,"#Repost blackbird.chico ・・・ It was cold enough to make hot spicy apple chai-der this morning, so I did! Pairs perfectly with a nearanddearbakedgoods vegan apple muffin. Get it! !… https://www.instagram.com/p/Bp4tFAWn826/?utm_source=ig_twitter_share&amp;igshid=16op6ryr02ekx",2018-11-07 16:34:55+00:00,#Repost,chicovegan,,0,0,https://twitter.com/chicovegan/status/1060208990846640128,7,16,34,0,"#Repost blackbird.chico ・・・ It was cold enough to make hot spicy apple chai-der this morning, so I did! Pairs perfectly with a nearanddearbakedgoods vegan apple muffin. Get it! !… ",0,"Chico, CA"
793.0,"Paradise, CA",1.0602130102523453e+18,Scoping out the track at Silver Dollar BMX #solanofamilybmx #NARFT #nag3 #elitebikes vendettabmx sponsor.go @Silver Dollar BMX https://www.instagram.com/tico_life/p/Bp4urMglviW/?utm_source=ig_twitter_share&amp;igshid=14tihr58mtsy,2018-11-07 16:50:54+00:00,#solanofamilybmx #NARFT #nag3 #elitebikes,rs2235386,,0,0,https://twitter.com/rs2235386/status/1060213010252345344,7,16,50,0,Scoping out the track at Silver Dollar BMX #solanofamilybmx #NARFT #nag3 #elitebikes vendettabmx sponsor.go @Silver Dollar BMX ,0,"Chico, CA"
792.0,"Paradise, CA",1.0602142895107603e+18,happy Hump Day -link in bio . . . . . #photographer #instatravel #follow #beautiful #nature #love #instalike #california #instagram #photo #pmgridchallenge #picoftheday… https://www.instagram.com/p/Bp4vc7aF6QJ/?utm_source=ig_twitter_share&amp;igshid=1jgdcyqw3n2mv,2018-11-07 16:55:59+00:00,#photographer #instatravel #follow #beautiful #nature #love #instalike #california #instagram #photo #pmgridchallenge #picoftheday,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1060214289510760449,7,16,55,0,happy Hump Day -link in bio . . . . . #photographer #instatravel #follow #beautiful #nature #love #instalike #california #instagram #photo #pmgridchallenge #picoftheday… ,0,"Paradise, CA"
791.0,"Paradise, CA",1.0602147408012042e+18,Do you fear what others think about you? Do you fear getting it wrong? If you ever feel that way or struggle with that you’re in good company with me . • In my latest vlog I’m talking… https://www.instagram.com/p/Bp4tUONlzbl/?utm_source=ig_twitter_share&amp;igshid=1lrit96028nrt,2018-11-07 16:57:46+00:00,,AshleyMJackson,,0,0,https://twitter.com/AshleyMJackson/status/1060214740801204224,7,16,57,0,Do you fear what others think about you? Do you fear getting it wrong? If you ever feel that way or struggle with that you’re in good company with me . • In my latest vlog I’m talking… ,0,"Chico, CA"
874.0,Butte County,1.0602165963066204e+18,Morse Mandarin Farm visit on #FarmCityWeek tour #SacValley @Morse Farms https://www.instagram.com/p/Bp4wg6rHXfw/?utm_source=ig_twitter_share&amp;igshid=qbmx3smmhcvs,2018-11-07 17:05:09+00:00,#FarmCityWeek #SacValley,WCWDwebcam,,0,0,https://twitter.com/WCWDwebcam/status/1060216596306620416,7,17,5,0,Morse Mandarin Farm visit on #FarmCityWeek tour #SacValley @Morse Farms ,0,Butte County
790.0,"Paradise, CA",1.0602310068196801e+18,"It may be a #tshirt and #leggings kind of day, but my #essentialoils have my back (and front and middle )!#footballlife #coacheswife #fridaynightwives… https://www.instagram.com/p/Bp43GM_nO8_zsxfyFWttvj5sVNijFb4VgSH_wU0/?utm_source=ig_twitter_share&amp;igshid=1i0eggtq0vocj",2018-11-07 18:02:24+00:00,#tshirt #leggings #essentialoils #footballlife #coacheswife #fridaynightwives,tricalee3,,0,0,https://twitter.com/tricalee3/status/1060231006819680256,7,18,2,0,"It may be a #tshirt and #leggings kind of day, but my #essentialoils have my back (and front and middle )!#footballlife #coacheswife #fridaynightwives… ",0,"Paradise, CA"
789.0,"Paradise, CA",1.060231493287637e+18,"I need lots of energy today. So look what I just made for breakfast! (thank YOU Bill, for the divine #chinooksalmon ) Chinook (aka #tyeesalmon #kingsalmon #springsalmon )… https://www.instagram.com/liveg2g/p/Bp43UJ9H5ix/?utm_source=ig_twitter_share&amp;igshid=1djip5h8cvd3e",2018-11-07 18:04:20+00:00,#chinooksalmon #tyeesalmon #kingsalmon #springsalmon,liveg2g,,0,0,https://twitter.com/liveg2g/status/1060231493287636992,7,18,4,0,"I need lots of energy today. So look what I just made for breakfast! (thank YOU Bill, for the divine #chinooksalmon ) Chinook (aka #tyeesalmon #kingsalmon #springsalmon )… ",0,"Paradise, CA"
788.0,"Paradise, CA",1.0602379574734643e+18,4th stop on #FarmCityWeek at Look Ahead Veterinary - goal to have services similar to UC Davis for large &amp; small animals #sacvalley @Look Ahead Veterinary Services https://www.instagram.com/p/Bp46QYQH-4o/?utm_source=ig_twitter_share&amp;igshid=8umna3o5friu,2018-11-07 18:30:01+00:00,#FarmCityWeek #sacvalley,WCWDwebcam,,0,0,https://twitter.com/WCWDwebcam/status/1060237957473464320,7,18,30,0,4th stop on #FarmCityWeek at Look Ahead Veterinary - goal to have services similar to UC Davis for large &amp; small animals #sacvalley @Look Ahead Veterinary Services ,0,"Paradise, CA"
787.0,"Paradise, CA",1.0602419171270821e+18,"I'm at Glenn Hall in Chico, CA",2018-11-07 18:45:46+00:00,,AALI_77,,0,0,https://twitter.com/AALI_77/status/1060241917127081992,7,18,45,0,"I'm at Glenn Hall in Chico, CA",0,"Chico, CA"
869.0,Butte County,1.0602425365419295e+18,"I'm at Oroville Branch Library in Oroville, CA https://www.swarmapp.com/c/3yoctcF7bsN",2018-11-07 18:48:13+00:00,,ERRoessler,,0,0,https://twitter.com/ERRoessler/status/1060242536541929472,7,18,48,0,"I'm at Oroville Branch Library in Oroville, CA ",0,"Oroville, CA"
786.0,"Paradise, CA",1.0602484858517873e+18,"IT DOESN'T WORK! I hate to be the bearer of bad news, but the water bottle/hair dryer curling technique has been #DEBUNKED!!! Like and share!! http://Styleseat.com/SarahPracna @Sarah Pracna -… https://www.instagram.com/p/Bp4-yckH-1B/?utm_source=ig_twitter_share&amp;igshid=msiz5102kg0c",2018-11-07 19:11:52+00:00,#DEBUNKED,EvelynToddHair,,0,0,https://twitter.com/EvelynToddHair/status/1060248485851787264,7,19,11,0,"IT DOESN'T WORK! I hate to be the bearer of bad news, but the water bottle/hair dryer curling technique has been #DEBUNKED!!! Like and share!!  @Sarah Pracna -… ",0,"Chico, CA"
785.0,"Paradise, CA",1.0602624888418797e+18,"#DEBUNKED - That whole hair dryer/water bottle ""hack"" is garbage. It doesn't work like that.... See the full video at http://Facebook.com/SarahPracnaHair @modernsalon @behindthechair_ @Sarah… https://www.instagram.com/p/Bp5FNOvnHx7/?utm_source=ig_twitter_share&amp;igshid=1coffh5gppu3u",2018-11-07 20:07:30+00:00,#DEBUNKED,EvelynToddHair,@ModernSalon @behindthechair_,0,0,https://twitter.com/EvelynToddHair/status/1060262488841879554,7,20,7,0,"#DEBUNKED - That whole hair dryer/water bottle ""hack"" is garbage. It doesn't work like that.... See the full video at  @modernsalon @behindthechair_ @Sarah… ",0,"Chico, CA"
784.0,"Paradise, CA",1.0602711160344248e+18,#Repost @jeremyjones with get_repost ・・・ Gratitude to everyone who voted yesterday! America is better today then it was yesterday. We won more then we lost! We will figure out what worked… https://www.instagram.com/p/Bp5JVsmlK0g/?utm_source=ig_twitter_share&amp;igshid=16gsl4kwrm4no,2018-11-07 20:41:47+00:00,#Repost,heywoodphotog,@jeremyjones,0,0,https://twitter.com/heywoodphotog/status/1060271116034424832,7,20,41,0,#Repost @jeremyjones with get_repost ・・・ Gratitude to everyone who voted yesterday! America is better today then it was yesterday. We won more then we lost! We will figure out what worked… ,0,"Paradise, CA"
783.0,"Paradise, CA",1.0602782906221773e+18,"A journo, post election. #journolife #reporter #journalism #postelection #midterms2018 #whatissleep @Chico News &amp; Review https://www.instagram.com/p/Bp5MmCqHmep/?utm_source=ig_twitter_share&amp;igshid=1o7hwyo3j94hf",2018-11-07 21:10:18+00:00,#journolife #reporter #journalism #postelection #midterms2018 #whatissleep,AshiahD,,0,0,https://twitter.com/AshiahD/status/1060278290622177282,7,21,10,0,"A journo, post election. #journolife #reporter #journalism #postelection #midterms2018 #whatissleep @Chico News &amp; Review ",0,"Chico, CA"
782.0,"Paradise, CA",1.06028666302319e+18,Missing my baby niece today like crazy! Can’t wait to see you my love! #neice #KennedyRose #baby #gerberbaby #guncle #gayuncle #gayboy #instagay #sierranevadabrewery @Sierra Nevada Brewery https://www.instagram.com/p/Bp5QZXunPnJ/?utm_source=ig_twitter_share&amp;igshid=1v81yje3jco12,2018-11-07 21:43:34+00:00,#neice #KennedyRose #baby #gerberbaby #guncle #gayuncle #gayboy #instagay #sierranevadabrewery,Mexerican530,,0,0,https://twitter.com/Mexerican530/status/1060286663023190021,7,21,43,0,Missing my baby niece today like crazy! Can’t wait to see you my love! #neice #KennedyRose #baby #gerberbaby #guncle #gayuncle #gayboy #instagay #sierranevadabrewery @Sierra Nevada Brewery ,0,"Chico, CA"
194.0,"Oroville, CA",1.0603009508778312e+18,Sry no good was to hungry lmao @Los Charros Taqueria https://www.instagram.com/p/Bp5W5VenDdT/?utm_source=ig_twitter_share&amp;igshid=t8yoy38stw2,2018-11-07 22:40:20+00:00,,Deejay_Eclectic,,0,0,https://twitter.com/Deejay_Eclectic/status/1060300950877831168,7,22,40,0,Sry no good was to hungry lmao @Los Charros Taqueria ,0,"Gridley, CA"
781.0,"Paradise, CA",1.0603204363895027e+18,"Calm winds and clear skies. #chico #california #buttecounty #530 @Chico, California https://www.instagram.com/p/Bp5fwpTnXXH/?utm_source=ig_twitter_share&amp;igshid=1kbjumr6mtbpz",2018-11-07 23:57:46+00:00,#chico #california #buttecounty,defect_detector,,0,0,https://twitter.com/defect_detector/status/1060320436389502981,7,23,57,0,"Calm winds and clear skies. #chico #california #buttecounty #530 @Chico, California ",0,"Chico, CA"
780.0,"Paradise, CA",1.0603214778477075e+18,Them: How's the writing today? Me: ... Mini: (see pic) Me: She gets me. How you doin'? #amwriting #nanowrimo2018 #writersofinstagram #petsofinstagram #rescuepetsofinstagram… https://www.instagram.com/p/Bp5gPbclJSq/?utm_source=ig_twitter_share&amp;igshid=1ciutqh61hucz,2018-11-08 00:01:54+00:00,#amwriting #nanowrimo2018 #writersofinstagram #petsofinstagram #rescuepetsofinstagram,kathieblog,,0,0,https://twitter.com/kathieblog/status/1060321477847707648,8,0,1,1,Them: How's the writing today? Me: ... Mini: (see pic) Me: She gets me. How you doin'? #amwriting #nanowrimo2018 #writersofinstagram #petsofinstagram #rescuepetsofinstagram… ,0,"Chico, CA"
861.0,Butte County,1.0603297222683197e+18,"I Support My Homies #Repost @sara______x ・・・ Country music day with the pups, got a few available. Dm for more info #ERP for more info contact 530-329-4206 @Butte County, California https://www.instagram.com/p/Bp5jwBfBDhP/?utm_source=ig_twitter_share&amp;igshid=1ju0uc0le4vc1",2018-11-08 00:34:40+00:00,#Repost #ERP,OG_Goonster021,@Sara______x,0,0,https://twitter.com/OG_Goonster021/status/1060329722268319744,8,0,34,1,"I Support My Homies #Repost @sara______x ・・・ Country music day with the pups, got a few available. Dm for more info #ERP for more info contact 530-329-4206 @Butte County, California ",0,"Oroville, CA"
779.0,"Paradise, CA",1.0603369552994547e+18,Chico CA Wed Nov 7th PM Forecast: TONIGHT Clear Lo 47 THURSDAY Windy Hi 72,2018-11-08 01:03:24+00:00,,_ChicoCA,,0,0,https://twitter.com/_ChicoCA/status/1060336955299454983,8,1,3,1,Chico CA Wed Nov 7th PM Forecast: TONIGHT Clear Lo 47 THURSDAY Windy Hi 72,0,"Chico, CA"
778.0,"Paradise, CA",1.0603586905224928e+18,"You may know that my husbands job has asked us to put off our move yet another month, we still don’t know if this will happen or not but we’re in that limbo space once again. • He has had… https://www.instagram.com/p/Bp5xKLGFyNe/?utm_source=ig_twitter_share&amp;igshid=853q39xmu1zu",2018-11-08 02:29:46+00:00,,AshleyMJackson,,0,1,https://twitter.com/AshleyMJackson/status/1060358690522492929,8,2,29,1,"You may know that my husbands job has asked us to put off our move yet another month, we still don’t know if this will happen or not but we’re in that limbo space once again. • He has had… ",0,"Chico, CA"
777.0,"Paradise, CA",1.060361224234455e+18,hump day hike -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… https://www.instagram.com/p/Bp5yT2gFird/?utm_source=ig_twitter_share&amp;igshid=5mjpwjpwh3ds,2018-11-08 02:39:51+00:00,#flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1060361224234455040,8,2,39,1,hump day hike -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… ,0,"Chico, CA"
776.0,"Paradise, CA",1.0603622159398872e+18,we made it . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday #follow #instalike… https://www.instagram.com/p/Bp5yw0ilpCJ/?utm_source=ig_twitter_share&amp;igshid=kv08a4no9x5i,2018-11-08 02:43:47+00:00,#flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday #follow #instalike,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1060362215939887104,8,2,43,1,we made it . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday #follow #instalike… ,0,"Chico, CA"
775.0,"Paradise, CA",1.0603626210047181e+18,tree’s save my life . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday #follow… https://www.instagram.com/p/Bp5y8cllsqm/?utm_source=ig_twitter_share&amp;igshid=a3vn7kryarfs,2018-11-08 02:45:24+00:00,#flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday #follow,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1060362621004718085,8,2,45,1,tree’s save my life . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday #follow… ,0,"Chico, CA"
774.0,"Paradise, CA",1.0603710362506813e+18,hi . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday #follow #instalike #photo… https://www.instagram.com/p/Bp52xXTFf1K/?utm_source=ig_twitter_share&amp;igshid=81i5dt3ohlxi,2018-11-08 03:18:50+00:00,#flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday #follow #instalike #photo,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1060371036250681344,8,3,18,1,hi . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday #follow #instalike #photo… ,0,"Chico, CA"
773.0,"Paradise, CA",1.0603719305015296e+18,fall in norcal -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… https://www.instagram.com/p/Bp53LbXFsXF/?utm_source=ig_twitter_share&amp;igshid=3g94xp6mjquf,2018-11-08 03:22:23+00:00,#flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1060371930501529600,8,3,22,1,fall in norcal -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… ,0,"Chico, CA"
853.0,Butte County,1.0603820966346259e+18,Hypnosis Wednesday. Taking in a Macrobiotic’s cooking class with many past life people. LOVE. http://wannatalkhealth.com #macrobioticfood #lifestyle… https://www.instagram.com/p/Bp57zl4npdm/?utm_source=ig_twitter_share&amp;igshid=17b0ic4mafgf5,2018-11-08 04:02:47+00:00,#macrobioticfood #lifestyle,wannatalkhealth,,0,0,https://twitter.com/wannatalkhealth/status/1060382096634626054,8,4,2,1,Hypnosis Wednesday. Taking in a Macrobiotic’s cooking class with many past life people. LOVE.  #macrobioticfood #lifestyle… ,0,"Oroville, CA"
852.0,Butte County,1.0603887365450301e+18,Feather: Running http://whatsrunning.billdurr.com/sec/5589,2018-11-08 04:29:10+00:00,,whats_running,,0,0,https://twitter.com/whats_running/status/1060388736545030145,8,4,29,1,Feather: Running ,0,Butte County
772.0,"Paradise, CA",1.060395403038937e+18,autumn winds -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… https://www.instagram.com/p/Bp58GqTFgfV/?utm_source=ig_twitter_share&amp;igshid=1ovcmis63rnx5,2018-11-08 04:55:39+00:00,#flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1060395403038937088,8,4,55,1,autumn winds -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… ,0,"Chico, CA"
771.0,"Paradise, CA",1.060395451499696e+18,autumn winds -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… https://www.instagram.com/p/Bp58RsclGu4/?utm_source=ig_twitter_share&amp;igshid=1wfa47v9ay7pz,2018-11-08 04:55:51+00:00,#flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1060395451499696128,8,4,55,1,autumn winds -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… ,0,"Chico, CA"
770.0,"Paradise, CA",1.0603959546863041e+18,autumn winds -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… https://www.instagram.com/p/Bp578zxlArt/?utm_source=ig_twitter_share&amp;igshid=1xtuetscyj6ze,2018-11-08 04:57:51+00:00,#flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday,heywoodphotog,,0,0,https://twitter.com/heywoodphotog/status/1060395954686304256,8,4,57,1,autumn winds -link in bio . . . . . #flyinghorsedesigncom #naturephotography #love #nature #photography #instagood #photographer #photooftheday #beautiful #pmgridchallenge #picoftheday… ,0,"Chico, CA"
769.0,"Paradise, CA",1.0604079056845208e+18,Just posted a video @Farm Star Pizza https://www.instagram.com/p/Bp6HSdYndtl/?utm_source=ig_twitter_share&amp;igshid=1p4ny6pxdjiwe,2018-11-08 05:45:20+00:00,,jimbo3,,0,0,https://twitter.com/jimbo3/status/1060407905684520960,8,5,45,1,Just posted a video @Farm Star Pizza ,0,"Chico, CA"
768.0,"Paradise, CA",1.0604137319293133e+18,"OMFreakingG! #realfood #chinooksalmon #kingsalmon #fresh #britishcolumbia #wildsalmon SOOOOO #delicious @Paradise, California https://www.instagram.com/liveg2g/p/Bp6KL8un9Os/?utm_source=ig_twitter_share&amp;igshid=tec1f5qx2ipv",2018-11-08 06:08:29+00:00,#realfood #chinooksalmon #kingsalmon #fresh #britishcolumbia #wildsalmon #delicious,liveg2g,,0,0,https://twitter.com/liveg2g/status/1060413731929313280,8,6,8,1,"OMFreakingG! #realfood #chinooksalmon #kingsalmon #fresh #britishcolumbia #wildsalmon SOOOOO #delicious @Paradise, California ",1,"Paradise, CA"
767.0,"Paradise, CA",1.0605415311515238e+18,Just hanging here this morning working on my squat mobility. #squats #mobility #flexibility #wallsquats #gym #workout #health #fitness #inmotionfitness #goals #gains… https://www.instagram.com/trudikrupocki/p/Bp7ETJtnbyl/?utm_source=ig_twitter_share&amp;igshid=1u7f54z7bduxh,2018-11-08 14:36:19+00:00,#squats #mobility #flexibility #wallsquats #gym #workout #health #fitness #inmotionfitness #goals #gains,gratefulcake,,0,0,https://twitter.com/gratefulcake/status/1060541531151523841,8,14,36,1,Just hanging here this morning working on my squat mobility. #squats #mobility #flexibility #wallsquats #gym #workout #health #fitness #inmotionfitness #goals #gains… ,0,"Chico, CA"
846.0,Butte County,1.0605485710224589e+18,"Don’t miss this opportunity! Thursday 11/15/18, 3:30-4:30 pm, at BCOE’s CfTE 5 County Center Dr. Oroville! #buttecoe #butteteachers #butteadmin #cftelearning @Oroville, California https://www.instagram.com/p/Bp7HgDohsOb/?utm_source=ig_twitter_share&amp;igshid=1aurktbuvjgjv",2018-11-08 15:04:18+00:00,#buttecoe #butteteachers #butteadmin #cftelearning,iteachchem,,0,0,https://twitter.com/iteachchem/status/1060548571022458880,8,15,4,1,"Don’t miss this opportunity! Thursday 11/15/18, 3:30-4:30 pm, at BCOE’s CfTE 5 County Center Dr. Oroville! #buttecoe #butteteachers #butteadmin #cftelearning @Oroville, California ",0,"Oroville, CA"
766.0,"Paradise, CA",1.0605634440369766e+18,Chico CA Thu Nov 8th AM Forecast: TODAY Windy Hi 72 TONIGHT Clear Lo 43,2018-11-08 16:03:24+00:00,,_ChicoCA,,0,0,https://twitter.com/_ChicoCA/status/1060563444036976641,8,16,3,1,Chico CA Thu Nov 8th AM Forecast: TODAY Windy Hi 72 TONIGHT Clear Lo 43,0,"Chico, CA"
765.0,"Paradise, CA",1.0605636328645427e+18,"Fire in the feather river canyon. @Chico, California https://www.instagram.com/p/Bp7OWvHHT-U/?utm_source=ig_twitter_share&amp;igshid=z97eb9pam7v3",2018-11-08 16:04:09+00:00,,deckinspectah,,0,0,https://twitter.com/deckinspectah/status/1060563632864542720,8,16,4,1,"Fire in the feather river canyon. @Chico, California ",1,"Chico, CA"
843.0,Butte County,1.060571270532776e+18,Feather: Running,2018-11-08 16:34:30+00:00,,whats_running,,0,0,https://twitter.com/whats_running/status/1060571270532775937,8,16,34,1,Feather: Running,0,Butte County
